@RELATION FEATURE_VALUES_QBF-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE EXIST_SET NUMERIC
@ATTRIBUTE FORALL_SET NUMERIC
@ATTRIBUTE TOTAL_SET NUMERIC
@ATTRIBUTE UNARY_CLAUSES NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_NEG_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_PRODUCTS NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE OCCEN_OCCN NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCFN_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE WOCCFN_WOCCN NUMERIC

@DATA
C880.blif_0.10_1.00_0_1_inp_exact,1,1009.0,13.0,1022.0,2610.0,6007.0,2.0,1.0,3.0,0.0,1945.0,665.0,2021.0,1516.0,2.2831417624521073,0.01839080459770115,504.5,0.009195402298850575,0.009195402298850575,2.6301369863013697,3.6923076923076925,1.8461538461538463,7.818003913894325,7.384615384615385,3.6923076923076925,34.7998017839445,0.5525220575994673,0.4434826036290994,0.5529451250209767,0.9927689062970775,0.003995338771433328,1.0,0.8098824947273274,1.0047904138267496,0.5555939609933109,0.5,0.5529451250209766,1.005559784178011,1.0,0.2547892720306513,0.5808429118773947,0.5529569742069043,0.45008253087512007,0.21113066981136136,0.4467570456207459,1.0067991332078876,0.38182115365156954
ev-pr-6x6-19-5-0-1-2-s,1,71046.0,1080.0,72126.0,777039.0,2588019.0,10.0,9.0,19.0,72.0,58201.0,718766.0,511425.0,207369.0,2.991483052974175,0.33913355700293035,7104.6,0.16956677850146518,0.16956677850146518,17.22531403377423,244.0,122.0,281.170410115631,2440.0,1220.0,844.4639810826789,0.5199444053540565,0.42914406733489974,0.5222054300733191,0.9020827481038565,0.050911527311043696,1.0,0.923282546561972,0.9118305092802879,0.47616284325268626,0.5,0.522205430073319,0.9157956857492154,1.0,0.9250063381632068,0.266870774825974,0.4290499984839193,0.5419699363813659,2.47735528629474,0.5766356646756386,0.9492423766393516,5.774048001511859
ev-pr-6x6-9-5-0-1-2-lg,1,3824.0,28.0,3852.0,31496.0,122097.0,5.0,4.0,9.0,72.0,4132.0,27292.0,13399.0,15108.0,3.6507810515621033,0.22580645161290322,764.8,0.11290322580645161,0.11290322580645161,17.5236240913811,254.0,127.0,116.57969885773625,1270.0,635.0,10292.997646443515,0.44715267369386635,0.5237229415956166,0.4438839848675914,0.9348670232251446,0.029124384710517048,1.0,1.2363726280313578,0.9486468985852973,0.42108916557632364,0.5,0.4438839848675914,0.9417122838554544,1.0,0.8665227330454661,0.4796799593599187,0.4024425782533889,0.5781002880377664,3.254845968268838,0.602402991307943,0.967438888714706,8.087727651470063
query03_query25_1344,1,2073.0,16.0,2089.0,8077.0,22257.0,2.0,1.0,3.0,1.0,7092.0,984.0,6577.0,7425.0,2.591184845858611,0.16441748173826917,1036.5,0.08220874086913459,0.08220874086913459,5.32503590234562,83.0,41.5,13.3748204882719,166.0,83.0,63.86300048239267,0.5002021835826931,0.46996450554881614,0.5002150126618568,0.9403574957334052,0.029833310868490816,1.0,0.9991915925626516,0.9475911370918695,0.47399931263867273,0.5,0.5002150126618568,0.9476154407077103,1.0,0.1218274111675127,0.9192769592670545,0.5002414724453109,0.47967873323083215,3.1013468796394013,0.4997464836341101,0.959821007112961,6.199699646011371
audio_ddksynth_csynth2.cpp,1,8523.0,112.0,8635.0,28719.0,73858.0,2.0,1.0,3.0,2.0,13431.0,15286.0,20493.0,21077.0,2.518472091646645,0.0532748354747728,4261.5,0.0266374177373864,0.0266374177373864,4.120555877243775,13.660714285714286,6.830357142857143,12.115112912565142,27.321428571428573,13.660714285714286,79.19828698814972,0.5182512388637656,0.4713910476861003,0.5186373188806548,0.9800141076886902,0.01035771345013404,1.0,0.929566057946025,0.992153266304844,0.5145677099550287,0.5,0.5186373188806548,0.992892387644238,1.0,0.5322608725930569,0.7339043838573767,0.5186088461042905,0.4805841164827343,0.5428052598848813,0.4811253827197371,0.9983235308616618,1.0466563845995889
arbiter-06-comp-error02-qbf-hardness-depth-5,1,696.0,42.0,738.0,2220.0,12490.0,6.0,6.0,12.0,0.0,2.0,2218.0,2045.0,23.0,5.451351351351351,0.17477477477477477,116.0,0.09009009009009009,0.08468468468468468,3.2804878048780486,9.238095238095237,4.761904761904762,24.51761517615176,26.38095238095238,13.333333333333334,205.4712643678161,0.8061649319455565,0.17782225780624503,0.8164766154354652,0.9813288310656472,0.015052041633306645,1.0638297872340425,0.2404409573939815,1.0274053725739212,0.8388524612793683,0.5154639175257733,0.8164766154354652,1.0405469501816773,1.0638297872340425,0.9990990990990991,0.01036036036036036,0.7891977538038539,0.21660514722483576,0.11218331730017077,0.20694946061421524,1.027527700171137,0.14214855118309502
k_t4p_n-15,1,2065.0,99.0,2164.0,6823.0,17333.0,36.0,35.0,71.0,2.0,5255.0,1566.0,4768.0,4597.0,2.217353070496849,0.32302506228931555,57.361111111111114,0.16151253114465777,0.16151253114465777,3.9588724584103514,22.262626262626263,11.131313131313131,192.1002772643253,781.2121212121212,390.6060606060606,735.5878934624698,0.5057404950095195,0.4306813592569088,0.5065767730848041,0.8742870180241844,0.0635781457335718,1.0,0.9772986538900297,0.9146894843898796,0.4633604473768284,0.5,0.506576773084804,0.9162019888640847,1.0,0.22951780741609262,0.6737505496116079,0.5066009283909354,0.4689558390897294,1.0032503357749967,0.49273189901109915,0.9504595084874777,1.980356291413673
lights3_021_0_027,1,726.0,21.0,747.0,2023.0,4982.0,22.0,21.0,43.0,19.0,1251.0,753.0,1553.0,1408.0,2.4419179436480474,0.020761245674740483,33.0,0.010380622837370242,0.010380622837370242,3.143239625167336,2.0,1.0,70.82597054886212,44.0,22.0,363.9449035812672,0.5287033319951827,0.4670814933761542,0.5289473684210526,0.9920273348519363,0.004215174628663188,1.0,0.8914198936977981,1.020251417499693,0.5396593024143114,0.5,0.5289473684210527,1.0207223404055046,1.0,0.3722194760257044,0.6959960454770143,0.5287940862130388,0.48060210306583007,0.14636622728892054,0.47096698875678006,1.0199407286792184,0.2767924814309534
test5_quant_squaring4,1,369.0,66.0,435.0,1095.0,2959.0,4.0,3.0,7.0,1.0,324.0,770.0,920.0,468.0,1.9187214611872145,0.7835616438356164,92.25,0.3917808219178082,0.3917808219178082,3.2160919540229886,13.0,6.5,14.809195402298851,54.0,27.0,39.520325203252035,0.5272051368705644,0.3278134504900304,0.538315088053308,0.7250000000000001,0.14498141263940523,1.0,0.8967948717948718,0.8370356937770121,0.450588943199334,0.5,0.538315088053308,0.8546747967479674,1.0,0.7031963470319634,0.4273972602739726,0.5313886666181712,0.3996141656331818,0.8543682257947188,0.45762545418835315,0.8527624860228733,1.6078028747433266
k_grz_p-17,1,645.0,22.0,667.0,2623.0,6919.0,9.0,8.0,17.0,1.0,2148.0,474.0,1937.0,1727.0,2.3137628669462447,0.3240564239420511,71.66666666666667,0.16202821197102554,0.16202821197102554,5.062968515742129,38.63636363636363,19.318181818181817,51.724137931034484,228.54545454545453,114.27272727272727,291.73333333333335,0.5119236883942766,0.4266512501806619,0.5135936727632229,0.8800112930547712,0.06142506142506142,1.0,0.9534161490683228,0.9070681675332838,0.46586447161002564,0.5,0.513593672763223,0.9100271821202053,1.0,0.18070911170415555,0.6584064048799085,0.5229601360600655,0.45736363364496085,1.0539111612243897,0.475324327939013,0.9587534883720931,2.015280111337857
