@RELATION FEATURE_VALUES_COP-MZN-2013

@ATTRIBUTE instance_id string
@ATTRIBUTE repetition numeric
@ATTRIBUTE c_avg_deg_cons numeric
@ATTRIBUTE c_avg_dom_cons numeric
@ATTRIBUTE c_avg_domdeg_cons numeric
@ATTRIBUTE c_bounds_d numeric
@ATTRIBUTE c_bounds_r numeric
@ATTRIBUTE c_bounds_z numeric
@ATTRIBUTE c_cv_deg_cons numeric
@ATTRIBUTE c_cv_dom_cons numeric
@ATTRIBUTE c_cv_domdeg_cons numeric
@ATTRIBUTE c_domain numeric
@ATTRIBUTE c_ent_deg_cons numeric
@ATTRIBUTE c_ent_dom_cons numeric
@ATTRIBUTE c_ent_domdeg_cons numeric
@ATTRIBUTE c_logprod_deg_cons numeric
@ATTRIBUTE c_logprod_dom_cons numeric
@ATTRIBUTE c_max_deg_cons numeric
@ATTRIBUTE c_max_dom_cons numeric
@ATTRIBUTE c_max_domdeg_cons numeric
@ATTRIBUTE c_min_deg_cons numeric
@ATTRIBUTE c_min_dom_cons numeric
@ATTRIBUTE c_min_domdeg_cons numeric
@ATTRIBUTE c_num_cons numeric
@ATTRIBUTE c_priority numeric
@ATTRIBUTE c_ratio_cons numeric
@ATTRIBUTE c_sum_ari_cons numeric
@ATTRIBUTE c_sum_dom_cons numeric
@ATTRIBUTE c_sum_domdeg_cons numeric
@ATTRIBUTE d_array_cons numeric
@ATTRIBUTE d_bool_cons numeric
@ATTRIBUTE d_bool_vars numeric
@ATTRIBUTE d_float_cons numeric
@ATTRIBUTE d_float_vars numeric
@ATTRIBUTE d_int_cons numeric
@ATTRIBUTE d_int_vars numeric
@ATTRIBUTE d_ratio_array_cons numeric
@ATTRIBUTE d_ratio_bool_cons numeric
@ATTRIBUTE d_ratio_bool_vars numeric
@ATTRIBUTE d_ratio_float_cons numeric
@ATTRIBUTE d_ratio_float_vars numeric
@ATTRIBUTE d_ratio_int_cons numeric
@ATTRIBUTE d_ratio_int_vars numeric
@ATTRIBUTE d_ratio_set_cons numeric
@ATTRIBUTE d_ratio_set_vars numeric
@ATTRIBUTE d_set_cons numeric
@ATTRIBUTE d_set_vars numeric
@ATTRIBUTE gc_all_diff numeric
@ATTRIBUTE gc_all_equal numeric
@ATTRIBUTE gc_among numeric
@ATTRIBUTE gc_array_int numeric
@ATTRIBUTE gc_array_set numeric
@ATTRIBUTE gc_at_least_most numeric
@ATTRIBUTE gc_bin_packing numeric
@ATTRIBUTE gc_bool_lin numeric
@ATTRIBUTE gc_circuit numeric
@ATTRIBUTE gc_count numeric
@ATTRIBUTE gc_cumulative numeric
@ATTRIBUTE gc_decr_inc numeric
@ATTRIBUTE gc_diffn numeric
@ATTRIBUTE gc_disjoint numeric
@ATTRIBUTE gc_global_card numeric
@ATTRIBUTE gc_global_cons numeric
@ATTRIBUTE gc_inverse numeric
@ATTRIBUTE gc_link_set numeric
@ATTRIBUTE gc_max_min_int numeric
@ATTRIBUTE gc_member numeric
@ATTRIBUTE gc_nvalue numeric
@ATTRIBUTE gc_precede numeric
@ATTRIBUTE gc_range numeric
@ATTRIBUTE gc_ratio_globs numeric
@ATTRIBUTE gc_regular numeric
@ATTRIBUTE gc_schedule numeric
@ATTRIBUTE gc_set_weights numeric
@ATTRIBUTE gc_sort numeric
@ATTRIBUTE gc_table numeric
@ATTRIBUTE gr_avg_clust_cg numeric
@ATTRIBUTE gr_avg_deg_cg numeric
@ATTRIBUTE gr_avg_deg_vg numeric
@ATTRIBUTE gr_avg_diam_vg numeric
@ATTRIBUTE gr_cv_clust_cg numeric
@ATTRIBUTE gr_cv_deg_cg numeric
@ATTRIBUTE gr_cv_deg_vg numeric
@ATTRIBUTE gr_cv_diam_vg numeric
@ATTRIBUTE gr_ent_clust_cg numeric
@ATTRIBUTE gr_ent_deg_cg numeric
@ATTRIBUTE gr_ent_deg_vg numeric
@ATTRIBUTE gr_ent_diam_vg numeric
@ATTRIBUTE gr_max_clust_cg numeric
@ATTRIBUTE gr_max_deg_cg numeric
@ATTRIBUTE gr_max_deg_vg numeric
@ATTRIBUTE gr_max_diam_vg numeric
@ATTRIBUTE gr_min_clust_cg numeric
@ATTRIBUTE gr_min_deg_cg numeric
@ATTRIBUTE gr_min_deg_vg numeric
@ATTRIBUTE gr_min_diam_vg numeric
@ATTRIBUTE o_de numeric
@ATTRIBUTE o_de_di numeric
@ATTRIBUTE o_deg numeric
@ATTRIBUTE o_deg_avg numeric
@ATTRIBUTE o_deg_cons numeric
@ATTRIBUTE o_deg_std numeric
@ATTRIBUTE o_di numeric
@ATTRIBUTE o_di_de numeric
@ATTRIBUTE o_dom numeric
@ATTRIBUTE o_dom_avg numeric
@ATTRIBUTE o_dom_deg numeric
@ATTRIBUTE o_dom_std numeric
@ATTRIBUTE s_bool_search numeric
@ATTRIBUTE s_first_fail numeric
@ATTRIBUTE s_goal numeric
@ATTRIBUTE s_indomain_max numeric
@ATTRIBUTE s_indomain_min numeric
@ATTRIBUTE s_input_order numeric
@ATTRIBUTE s_int_search numeric
@ATTRIBUTE s_labeled_vars numeric
@ATTRIBUTE s_other_val numeric
@ATTRIBUTE s_other_var numeric
@ATTRIBUTE s_set_search numeric
@ATTRIBUTE v_avg_deg_vars numeric
@ATTRIBUTE v_avg_dom_vars numeric
@ATTRIBUTE v_avg_domdeg_vars numeric
@ATTRIBUTE v_cv_deg_vars numeric
@ATTRIBUTE v_cv_dom_vars numeric
@ATTRIBUTE v_cv_domdeg_vars numeric
@ATTRIBUTE v_def_vars numeric
@ATTRIBUTE v_ent_deg_vars numeric
@ATTRIBUTE v_ent_dom_vars numeric
@ATTRIBUTE v_ent_domdeg_vars numeric
@ATTRIBUTE v_intro_vars numeric
@ATTRIBUTE v_logprod_deg_vars numeric
@ATTRIBUTE v_logprod_dom_vars numeric
@ATTRIBUTE v_max_deg_vars numeric
@ATTRIBUTE v_max_dom_vars numeric
@ATTRIBUTE v_max_domdeg_vars numeric
@ATTRIBUTE v_min_deg_vars numeric
@ATTRIBUTE v_min_dom_vars numeric
@ATTRIBUTE v_min_domdeg_vars numeric
@ATTRIBUTE v_num_aliases numeric
@ATTRIBUTE v_num_consts numeric
@ATTRIBUTE v_num_vars numeric
@ATTRIBUTE v_ratio_bounded numeric
@ATTRIBUTE v_ratio_vars numeric
@ATTRIBUTE v_sum_deg_vars numeric
@ATTRIBUTE v_sum_dom_vars numeric
@ATTRIBUTE v_sum_domdeg_vars numeric
@ATTRIBUTE dy_sols numeric
@ATTRIBUTE dy_props numeric
@ATTRIBUTE dy_nodes numeric
@ATTRIBUTE dy_fails numeric
@ATTRIBUTE dy_depth numeric
@ATTRIBUTE dy_peak numeric
@ATTRIBUTE dy_ratio_props numeric
@ATTRIBUTE dy_ratio_nodes numeric
@ATTRIBUTE dy_fzn_time numeric
@ATTRIBUTE dy_static_time numeric
@ATTRIBUTE dy_tot_time numeric

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff3.dzn,1,2.3219424460431655,19.937864577483506,8.6042354809109032,0,0,0,0.83885669118585693,0.83613084459321685,0.022812111595490726,0,0.8852260777026103,5.4516973151427255,0.80261361979218082,637.27941395119774,2363.4714884655286,47,403.34633548833892,8.7548875021634682,1,8.7548875021634682,7.8765169465649993,556,0,1.0054249547920433,1481,11085.452705080828,4783.9549273864623,0,0,0,0,0,552,553,0,0,0,0,0,0.9928057553956835,1,0.0071942446043165471,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32715044090216111,18.546762589928058,6.9005424954792041,13.122965641952984,1.3863030999636037,1.2146245327679022,1.8976531627790816,0.20544658768407772,0.9230175044782255,1.9811067695649416,1.8381849552036345,2.9793279604400453,1,96,48,19,0,2,2,4,46,4.5999999999999996,1,0.42835011618900082,0.0017985611510791368,-0.33862553642952459,10,0.21739130434782608,24039,56.790942374155733,24039,23.456077247166832,0,0,2,0,1,1,1,1,0,0,0,2.3345388788426762,423.2893309222423,231.88179503266042,1.6881475916981592,2.3785282503234639,4.3721525416729694,549,-0.67405378542544148,4.4668087260421894,4.3728667658669025,549,570.39934468967272,4735.7983594702491,49,24039,24039,0,235,8.816326530612244,1,68,553,0.12477396021699819,0.99460431654676262,1291,234079,128230.63265306121,192,15664669,100202,49907,44,324,28378,0.498064,0.05,0.06,2.16
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff63.dzn,1,2.3155515370705242,21.623594681837591,9.3548352323829445,0,0,0,0.38233636018521255,0.37999725655726763,0.015858011481507263,0,0.98921046450220573,4.7502374308891095,-1.1015494072452725e-16,1293.4722127459072,4860.9061755571702,27,254.23259938131679,9.4757334309663985,1,9.4757334309663985,8.8703647195834048,1106,0,1.0118938700823421,2941,23915.695718112376,10346.447767015536,0,0,0,0,0,1092,1093,0,0,0,0,0,0.98734177215189878,1,0.012658227848101266,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32472830525789725,12.126582278481013,3.8755718206770355,33.954254345837143,1.3602572839044724,1.1009939157595687,1.2409432521381254,0.31949421209923995,0.92650444562329959,1.9130146053303654,1.7685247167249749,4.8086201706321416,1,56,28,59,0,2,2,4,26,0.8666666666666667,1,0.42678641155798519,0.00090415913200723324,-0.44464911115725753,30,1.1538461538461537,19189,29.178720834950617,19189,32.748906884937774,0,0,2,0,1,1,1,1,0,0,0,2.3430924062214089,657.63677950594695,333.35267871227092,1.2891369263061192,0.86044767643560272,1.7182937872426547,1079,-0.035299306820943295,3.874393601194793,3.9028800180555336,1079,1145.9104817856451,10183.523969989454,29,19189,19189,0,468,24.551724137931036,1,32,1093,0.030192131747483988,0.98824593128390592,2561,718797,364354.47783251212,69,15676123,61440,30645,25,1284,14355.4,0.498779,0.07,0.18,2.29
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff61.dzn,1,2.3154008438818567,21.622882886335578,9.3548262343070778,0,0,0,0.40380067635357919,0.40201729350268345,0.015857436393213274,0,0.98605420685320189,4.7642525905756008,6.6873589998905913e-16,1107.0541627084181,4164.8533994192057,27,254.23259938131679,9.4757334309663985,1,9.4757334309663985,8.8703647195834048,948,0,1.0117395944503735,2521,20498.492976246129,8868.3752701231097,0,0,0,0,0,936,937,0,0,0,0,0,0.98734177215189878,1,0.012658227848101266,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32463521192848432,12.109704641350211,3.9658484525080042,29.922091782283886,1.3606063610114416,1.1010494034678386,1.2732936927903586,0.3069367157086122,0.92650444562330037,1.9320832191067867,1.7815489921910188,4.5848243265449584,1,56,28,51,0,2,2,4,26,1,1,0.42687927107061507,0.0010548523206751054,-0.4448967008599698,26,1,19189,29.053899714471772,19189,30.358325920899887,0,0,2,0,1,1,1,1,0,0,0,2.342582710779082,660.46211312700109,336.22772079427568,1.2882107865074355,0.92409244790268041,1.8388114072691208,925,-0.058404688868177401,3.8753244964784446,3.9038065702355316,925,982.19451979539122,8730.7674016923174,29,19189,19189,0,468,24.551724137931036,1,32,937,0.035218783351120594,0.98839662447257381,2195,618853,315045.37438423629,74,15692178,70061,34952,25,1156,16765.1,0.49888,0.06,0.13,2.23
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/easy_01.dzn,1,2.8550724637681157,6.9198707586796333,1.864840913119536,0,0,0,1.5945349411275509,2.4458560057347043,0.95660253554343344,0,1.8671326401562476,2.4699132882855772,0.91963633215789742,281.33184641761881,412.74502079868188,38,130.30163890742389,5.8579809951275719,1,1,1,276,0,0.85448916408668729,662,1909.8843293955788,514.69609202099195,0,72,188,0,0,76,135,0,0.2608695652173913,0.58204334365325072,0,0,0.27536231884057971,0.41795665634674922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0.050724637681159424,0,0,0,0,0,0.61280745354251587,7.6086956521739131,17.684210526315791,2.0464396284829722,0.6992708302866576,1.9316581999309672,1.4992616758132509,0.58460610725527096,0.97807097097349593,3.2423527015975115,3.4141619394603393,1.7509857600533172,1,100,133,6,0,0,0,0,3,0.75,3,1.2296954314720812,0.010869565217391304,0.21243224274984662,4,1.3333333333333333,54,9.5940594059405946,18,3.5149301203992067,0,0,2,0,0,0,0,5,1,1,1,2.4396284829721364,5.6284829721362231,1.7611339383011211,1.0812644469538604,2.4450157219525397,0.86690990705119564,120,-1.6438576285870767,0.36499780616785321,1.4448883237017867,120,267.193985968466,424.91450740471493,18,58,18,0,2,0.40000000000000002,0,154,323,0.47678018575851394,1.1702898550724639,788,1818,568.84626207126212,3,1888688,193079,96394,168,3996,5958.01,0.499246,0.09,0.02,2.15
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_02.dzn,1,3.1489361702127661,7.216897094358262,1.9357668937363199,0,0,0,1.3870509712636265,2.0107028948828751,0.86463882748684684,0,1.6896697815082218,2.3812837901465747,0.97252445845038482,169.17384079587353,247.21721778440599,28,85.809962237229527,5.1292830169449664,1,1,1,141,0,0.84431137724550898,348,1017.582490304515,272.9431320168211,0,16,84,0,0,48,83,0,0.11347517730496454,0.50299401197604787,0,0,0.34042553191489361,0.49700598802395207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0.063829787234042548,0,0,0,0,0,0.7322406092434065,7.8156028368794326,17.389221556886227,2.2215568862275448,0.49146870550477451,1.5417745996449317,1.1927513743037144,0.3891309606192544,0.86042735556598693,3.2739393439901958,3.3465058750398402,1.3549171553700012,1,67,82,3,0,0,0,0,3,1,3,1.1283783783783783,0.021276595744680851,0.13746558105945664,3,1,32,6.4697336561743342,10.666666666666666,2.8839040725464788,0,0,2,0,0,0,0,5,1,1,1,2.658682634730539,4.9461077844311374,1.6474021653662372,0.933894705779857,1.8966420236525328,0.74331645969271876,68,-2.5405554444173064,0.46760877779003213,1.5024871568616038,68,161.73133580103848,228.80996223722954,12,35,10.666666666666666,0,2,0.5,0,109,167,0.65269461077844315,1.1843971631205674,444,826,275.11616161616161,0,3291823,191475,95701,91,649,17325.4,0.499809,0.08,0.01,2.11
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/44_22_5.2.dzn,1,5.2727272727272725,5.2830192370176698,1.0002287103175644,0,0,0,1.1120355514894553,1.1232494058623204,0.0028283435196089714,0,1.6977718804459403,1.6977718804459403,4.4885969940899884e-16,273.43557301767294,273.485512348219,45,46.584962500721154,1.0352213889049144,2,2,1,154,0,0.875,286,813.58496250072119,154.03522138890492,44,65,131,0,0,1,45,0.2857142857142857,0.42207792207792205,0.74431818181818177,0,0,0.0064935064935064939,0.25568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27242529237425173,14.25974025974026,20.852272727272727,7.4034090909090908,1.5811384275340488,1.3380860653437154,0.91939611802365839,0.17936733628990192,0.86312056856663122,0.94820552866324415,2.9592873537066708,2.1108570656219436,0,44,52,10,0,2,2,5,44,8.8000000000000007,1,0.21674876847290642,0.0064935064935064939,-0.51221877039440566,5,0.11363636363636363,6,2.9662921348314604,6,13.228756555323011,1,0,2,1,0,1,0,1,0,0,0,4.6136363636363633,2.0227272727272729,0.91462229179903531,1.5291341840596635,0.1486377141047516,0.53380656312726149,110,-56.443754555647523,0.050556933576742832,0.5930234621486824,110,252.01400477517399,177.58496250072116,31,6,6,0,2,0.064516129032258063,1,1012,176,5.7556818181818183,1.1428571428571428,812,356,160.97352335663021,0,7631668,227815,113902,22,181,49556.3,0.499976,0.03,0.01,2.08
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/44_22_5.3.dzn,1,5.0402684563758386,5.0509057885954443,1.0002363851604357,0,0,0,1.1016338497940978,1.1146615739567629,0.0028750699693719005,0,1.8172569049992,1.8172569049992,-2.0643209364124004e-16,261.74279372663108,261.79273305717714,45,46.584962500721154,1.0352213889049144,2,2,1,149,0,0.87134502923976609,271,752.58496250072119,149.03522138890492,44,60,126,0,0,1,45,0.29530201342281881,0.40268456375838924,0.73684210526315785,0,0,0.0067114093959731542,0.26315789473684209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28065352471882865,14.630872483221477,20.807017543859651,7.1695906432748542,1.5447857597355616,1.3125484508153336,0.91172954556513253,0.17001781273297059,0.87547207365018886,1.0918100156145021,3.0082588845188734,2.0428958398431551,0,44,46,9,0,2,2,5,44,11,1,0.22769640479360853,0.0067114093959731542,-0.53470235281734679,4,0.090909090909090912,6,2.9653179190751442,6,13.038404810405359,1,0,2,1,0,1,0,1,0,0,0,4.3918128654970756,2.0233918128654973,0.91336454877118245,1.4443616923268126,0.15073300358849981,0.53980921723446607,105,-58.137526925937507,0.051791350304557393,0.60436366270399666,105,243.69302378909842,172.58496250072116,25,6,6,0,2,0.080000000000000002,1,1012,171,5.9239766081871341,1.1476510067114094,751,346,156.1853378398722,0,7907008,242187,121089,22,181,53067.2,0.499981,0.02,0.01,2.07
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m06_15_15.dzn,1,3.3576287657920312,18.362076331819956,5.5703964710827734,0,0,0,0.79220400904760213,0.74047563682452411,0.033152486830957804,0,1.5375955576058851,1.5495081698901527,0.55279687613076711,1566.1280922523313,4114.9991351350818,16,86.141800484434242,8.8063022437526328,2,11.399277924508967,5.2094533656289501,1029,0,0.70576131687242794,3087,18894.576545442735,5731.9379687441742,0,0,0,0,0,1029,1458,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20498790685358964,5.3411078717201166,10.436213991769547,12.741426611796982,1.3166560915794121,1.2491890640063856,0.75984740333610157,0.45354555794295121,0.43122562471952364,1.8760488616667723,2.1293860447607607,3.8183509011661938,1,92,52,24,0,2,2,2,2,-1,1,0.42199710564399417,0.00097181729834791054,-1.8586944170372313,0,0,9472,173.05984962406015,9472,38.075085596047799,0,0,2,0,0,1,1,556,1,0,0,2.3696844993141291,54.732510288065846,28.568501371741739,0.31097252407813519,4.5189615973422788,8.6676078726828862,902,0.83982378320455675,0.90726292381114393,1.659975485067837,902,1750.2331253244897,8047.3405906843809,8,9472,9472,0,37,4.625,2,36,1458,0.026063100137174212,1.4169096209912537,3455,79800,41652.874999999454,0,2621849,73877,36928,47,2183,4428.8,0.499858,0.06,0.31,2.42
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_03.dzn,1,2.8550724637681157,6.9198707586796333,1.864840913119536,0,0,0,1.5945349411275509,2.4458560057347043,0.95660253554343344,0,1.8671326401562476,2.4699132882855772,0.91963633215789742,281.33184641761881,412.74502079868188,38,130.30163890742389,5.8579809951275719,1,1,1,276,0,0.85448916408668729,662,1909.8843293955788,514.69609202099195,0,72,188,0,0,76,135,0,0.2608695652173913,0.58204334365325072,0,0,0.27536231884057971,0.41795665634674922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0.050724637681159424,0,0,0,0,0,0.61280745354251587,7.6086956521739131,17.684210526315791,2.0464396284829722,0.6992708302866576,1.9316581999309672,1.4992616758132509,0.58460610725527096,0.97807097097349593,3.2423527015975115,3.4141619394603393,1.7509857600533172,1,100,133,6,0,0,0,0,3,0.75,3,1.2296954314720812,0.010869565217391304,0.21243224274984662,4,1.3333333333333333,54,9.5940594059405946,18,3.5149301203992067,0,0,2,0,0,0,0,5,1,1,1,2.4396284829721364,5.6284829721362231,1.7611339383011211,1.0812644469538604,2.4450157219525397,0.86690990705119564,120,-1.6438576285870767,0.36499780616785321,1.4448883237017867,120,267.193985968466,424.91450740471493,18,58,18,0,2,0.40000000000000002,0,154,323,0.47678018575851394,1.1702898550724639,788,1818,568.84626207126212,3,1856287,189696,94702,168,3996,5855.79,0.49923,0.1,0.02,2.16
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_5_20_1.dzn,1,4.627009646302251,15.188799691826118,3.0858341323158673,0,0,0,1.218063773423891,1.4331977445963986,0.52434808700736546,34,1.5633046565013744,4.1897441584847526,2.2055559286777253,514.45258578690584,942.34832311913203,37,163.18438043126736,6.2101117096743224,1,2,1,311,0,0.9228486646884273,874,4723.7167041579223,959.6944151502347,107,33,130,0,0,154,207,0.34405144694533762,0.10610932475884244,0.3857566765578635,0,0,0.49517684887459806,0.6142433234421365,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0064308681672025723,0,0,0,0,0,0.50823032587670824,21.344051446945336,20.189910979228486,6.7299703264094957,0.69297173542372748,1.1994186714722606,0.9541039603061241,0.47074545500000803,0.92864299743893697,3.5647831542633925,3.3185250713986525,2.8165214326508035,1,86,76,21,0,2,2,3,35,35,1,0.23419041000694929,0.0032154340836012861,-0.53021165708110096,1,0.028571428571428571,701,26.570352041390173,701,9.6009113559397203,0,0,2,0,0,0,0,5,1,1,1,4.2700296735905043,26.382789317507417,13.397575565713533,1.4443469504404216,2.6633255004037473,3.5915596182071954,250,-12.818364438667732,2.3655881547590192,2.2870161691448798,270,489.5658610389815,985.13233049603127,27,701,701,0,2,0.2857142857142857,20,505,337,1.5578635014836795,1.0836012861736335,1439,8891,4514.9829656454604,13,2518524,217555,108711,284,2326,8508.53,0.499694,0.02,0.05,2.1
