@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute nvarsOrig numeric
@attribute nclausesOrig numeric
@attribute nvars numeric
@attribute nclauses numeric
@attribute reducedVars numeric
@attribute reducedClauses numeric
@attribute vars.clauses.ratio numeric
@attribute POSNEG.RATIO.CLAUSE.mean numeric
@attribute POSNEG.RATIO.CLAUSE.coeff.variation numeric
@attribute POSNEG.RATIO.CLAUSE.min numeric
@attribute POSNEG.RATIO.CLAUSE.max numeric
@attribute POSNEG.RATIO.CLAUSE.entropy numeric
@attribute VCG.CLAUSE.mean numeric
@attribute VCG.CLAUSE.coeff.variation numeric
@attribute VCG.CLAUSE.min numeric
@attribute VCG.CLAUSE.max numeric
@attribute VCG.CLAUSE.entropy numeric
@attribute UNARY numeric
@attribute BINARY. numeric
@attribute TRINARY. numeric
@attribute VCG.VAR.mean numeric
@attribute VCG.VAR.coeff.variation numeric
@attribute VCG.VAR.min numeric
@attribute VCG.VAR.max numeric
@attribute VCG.VAR.entropy numeric
@attribute POSNEG.RATIO.VAR.mean numeric
@attribute POSNEG.RATIO.VAR.stdev numeric
@attribute POSNEG.RATIO.VAR.min numeric
@attribute POSNEG.RATIO.VAR.max numeric
@attribute POSNEG.RATIO.VAR.entropy numeric
@attribute HORNY.VAR.mean numeric
@attribute HORNY.VAR.coeff.variation numeric
@attribute HORNY.VAR.min numeric
@attribute HORNY.VAR.max numeric
@attribute HORNY.VAR.entropy numeric
@attribute horn.clauses.fraction numeric
@attribute VG.mean numeric
@attribute VG.coeff.variation numeric
@attribute VG.min numeric
@attribute VG.max numeric
@attribute CG.mean numeric
@attribute CG.coeff.variation numeric
@attribute CG.min numeric
@attribute CG.max numeric
@attribute CG.entropy numeric
@attribute cluster.coeff.mean numeric
@attribute cluster.coeff.coeff.variation numeric
@attribute cluster.coeff.min numeric
@attribute cluster.coeff.max numeric
@attribute cluster.coeff.entropy numeric

@data
sat/10-3-13.cnf.bz2,1,29772,922204,25844,902609,0.151989,0.021709,0.028633,0.359125,0.477361,0,1,0.383166,0.000113,0.267347,0.000077,0.001006,0.328469,0,0.095114,0.998514,0.000113,1.696285,0.000001,0.001652,2.476046,0.139961,0.172669,0,1,1.769651,0.00011,1.736683,0,0.001642,2.238016,0.981819,0.000137,2.316128,0.000007,0.00246,-1,0,-1,0,-512,-1,0,-1,0,0
sat/10-4-10.cnf.bz2,1,80316,2670467,68908,2627367,0.165554,0.016404,0.026227,0.349916,0.441865,0,1,0.346317,0.000043,0.259163,0.000029,0.000508,0.294091,0,0.08322,0.99928,0.000043,2.469654,0,0.001247,2.374566,0.104325,0.158067,0,1,1.607598,0.000042,2.529826,0,0.001246,2.152316,0.981467,0.000053,3.420234,0.000009,0.001982,-1,0,-1,0,-512,-1,0,-1,0,0
sat/1mod8.rules.7-7.cnf.bz2,1,146804,957859,129317,935370,0.135226,0.024043,0.138252,0.289773,0.865942,0,1,0.916421,0.000021,0.200786,0.000015,0.00007,0.735445,0,0.358661,0.985378,0.000021,3.494446,0.000006,0.001279,2.231275,0.145302,0.124902,0,0.8,2.357332,0.000013,3.451134,0.000003,0.000778,1.96355,0.679825,0.000022,3.619573,0.000005,0.001549,-1,0,-1,0,-512,-1,0,-1,0,0
sat/20180321_110704973_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.51131,0.576785,0.333333,1,0.580216,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.061168,0.008929,0.010714,0.885916,0.030682,0.042987,0,0.090909,0.639363,0.004729,0.271293,0.001786,0.008036,1.742101,0.504464,0.01875,0.061168,0.017857,0.021429,0.014072,0.046667,0.013393,0.016071,1.058036,0.119551,0.042809,0.105263,0.125,0.750892
sat/20180321_110706599_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.502381,0.577324,0.333333,1,0.566225,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.059285,0.008929,0.010714,0.872857,0.032955,0.043702,0,0.090909,0.654843,0.004763,0.270693,0.001786,0.008929,1.7729,0.508036,0.01875,0.059285,0.017857,0.021429,0.014066,0.047304,0.013393,0.016071,1.06525,0.119608,0.043324,0.105263,0.125,0.758008
sat/20180321_110707239_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.514881,0.576385,0.333333,1,0.585554,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.058805,0.008929,0.010714,0.868934,0.033523,0.043861,0,0.090909,0.658287,0.004662,0.296915,0.000893,0.008036,1.845944,0.497321,0.01875,0.058805,0.017857,0.021429,0.014064,0.047877,0.013393,0.016071,1.07277,0.119626,0.043822,0.105263,0.125,0.760438
sat/20180321_140823961_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.490476,0.576915,0.333333,1,0.546089,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.062088,0.008929,0.010714,0.890916,0.029545,0.04258,0,0.090909,0.630581,0.004687,0.301169,0.000893,0.008036,1.859517,0.5,0.01875,0.062088,0.017857,0.021429,0.014075,0.047112,0.013393,0.016071,1.066455,0.11953,0.043257,0.105263,0.125,0.746101
sat/20180321_140824282_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.500595,0.577349,0.333333,1,0.563314,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.060234,0.008929,0.010714,0.879904,0.031818,0.043361,0,0.090909,0.647447,0.004503,0.285036,0.000893,0.008036,1.773645,0.480357,0.01875,0.060234,0.017857,0.021429,0.014069,0.04714,0.013393,0.016071,1.064585,0.119581,0.043233,0.105263,0.125,0.750855
sat/20180321_140826713_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.507738,0.577082,0.333333,1,0.574731,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.062543,0.008929,0.010714,0.893043,0.028977,0.042363,0,0.090909,0.625924,0.004637,0.27483,0.000893,0.008036,1.763489,0.494643,0.01875,0.062543,0.017857,0.021429,0.014077,0.047522,0.013393,0.016071,1.07186,0.119521,0.043546,0.105263,0.125,0.758702
sat/20180321_140827428_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.486905,0.576514,0.333333,1,0.539708,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.062543,0.008929,0.010714,0.893043,0.028977,0.042363,0,0.090909,0.625924,0.004662,0.273194,0.000893,0.008036,1.764272,0.497321,0.01875,0.062543,0.017857,0.021429,0.014077,0.048642,0.013393,0.016071,1.086327,0.119531,0.04446,0.105263,0.125,0.773744
sat/20180321_140833987_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.495833,0.577269,0.333333,1,0.555364,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.061168,0.008929,0.010714,0.885916,0.030682,0.042987,0,0.090909,0.639363,0.004612,0.284313,0.001786,0.008929,1.776076,0.491964,0.01875,0.061168,0.017857,0.021429,0.014072,0.048182,0.013393,0.016071,1.078515,0.119565,0.044049,0.105263,0.125,0.770574
sat/20180322_164223076_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.505952,0.57719,0.333333,1,0.571933,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.061168,0.008929,0.010714,0.885916,0.030682,0.042987,0,0.090909,0.639363,0.004738,0.301308,0.000893,0.008929,1.868276,0.505357,0.01875,0.061168,0.017857,0.021429,0.014072,0.046974,0.013393,0.016071,1.063556,0.119554,0.043142,0.105263,0.125,0.74345
sat/20180322_164224543_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.508333,0.57704,0.333333,1,0.575656,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.059761,0.008929,0.010714,0.876512,0.032386,0.043535,0,0.090909,0.65123,0.004495,0.291387,0.000893,0.008036,1.794776,0.479464,0.01875,0.059761,0.017857,0.021429,0.014067,0.046027,0.013393,0.016071,1.047941,0.119584,0.042411,0.105263,0.125,0.721801
sat/20180322_164226378_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.497619,0.577324,0.333333,1,0.558377,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.058805,0.008929,0.010714,0.868934,0.033523,0.043861,0,0.090909,0.658287,0.004654,0.282841,0,0.008036,1.795769,0.496429,0.01875,0.058805,0.017857,0.021429,0.014064,0.045803,0.013393,0.016071,1.044117,0.119607,0.042181,0.105263,0.125,0.725165
sat/20180322_164226661_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.494643,0.577215,0.333333,1,0.553334,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.063888,0.008929,0.010714,0.897946,0.027273,0.04166,0,0.090909,0.610864,0.004805,0.279033,0.000893,0.009821,1.806864,0.5125,0.01875,0.063888,0.017857,0.021429,0.014082,0.04761,0.013393,0.016071,1.073375,0.119485,0.043828,0.105263,0.125,0.730974
sat/20180322_164238439_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.495833,0.577269,0.333333,1,0.555364,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.061629,0.008929,0.010714,0.888541,0.030114,0.042788,0,0.090909,0.63506,0.004654,0.258181,0.000893,0.008036,1.709663,0.496429,0.01875,0.061629,0.017857,0.021429,0.014074,0.047763,0.013393,0.016071,1.074298,0.119549,0.043745,0.105263,0.125,0.760502
sat/20180322_164241329_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.503571,0.577292,0.333333,1,0.568144,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.062543,0.008929,0.010714,0.893043,0.028977,0.042363,0,0.090909,0.625924,0.004654,0.278745,0.000893,0.008929,1.7827,0.496429,0.01875,0.062543,0.017857,0.021429,0.014077,0.047446,0.013393,0.016071,1.071566,0.11952,0.04354,0.105263,0.125,0.749947
sat/20180322_164241842_p_cnf_320_1120.cnf.bz2,1,320,1120,320,1120,0,0,0.285714,0.497619,0.577324,0.333333,1,0.558377,0.009375,0,0.009375,0.009375,0,0,0,1,0.009375,0.058805,0.008929,0.010714,0.868934,0.033523,0.043861,0,0.090909,0.658287,0.004729,0.256087,0.000893,0.008036,1.715937,0.504464,0.01875,0.058805,0.017857,0.021429,0.014064,0.047952,0.013393,0.016071,1.07377,0.119627,0.043888,0.105263,0.125,0.760691
