@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute fold numeric

@data
pms_industrial/aes/sbox_8.wcnf,1,1
pms_industrial/atcoss/mesat/atcoss_mesat_02.wcnf,1,1
pms_industrial/atcoss/mesat/atcoss_mesat_05.wcnf,1,1
pms_industrial/atcoss/mesat/atcoss_mesat_06.wcnf,1,1
pms_industrial/atcoss/mesat/atcoss_mesat_11.wcnf,1,1
pms_industrial/atcoss/sugar/atcoss_sugar_05.wcnf,1,1
pms_industrial/atcoss/sugar/atcoss_sugar_14.wcnf,1,1
pms_industrial/bcp/fir/normalized-f20c10b_004_area_delay.wcnf,1,1
pms_industrial/bcp/hipp-yRa1/simp/simp-ibd_50.02.wcnf,1,1
pms_industrial/bcp/hipp-yRa1/su/SU1__simp-genos.haps.19.wcnf,1,1
pms_industrial/bcp/hipp-yRa1/su/SU1__simp-genos.haps.29.wcnf,1,1
pms_industrial/bcp/hipp-yRa1/su/SU3__simp-genos.haps.38.wcnf,1,1
pms_industrial/bcp/msp/normalized-f600.wcnf,1,1
pms_industrial/bcp/msp/normalized-g125.17.wcnf,1,1
pms_industrial/bcp/msp/normalized-ii16e1.wcnf,1,1
pms_industrial/bcp/msp/normalized-ii32c2.wcnf,1,1
pms_industrial/bcp/msp/normalized-ii8b4.wcnf,1,1
pms_industrial/bcp/mtg/c1355_F155gat@1.wcnf,1,1
pms_industrial/bcp/mtg/c1355_F1gat@0.wcnf,1,1
pms_industrial/bcp/mtg/c1355_F543gat@1.wcnf,1,1
pms_industrial/bcp/mtg/c3540_F20@1.wcnf,1,1
pms_industrial/bcp/syn/normalized-test4.pi.wcnf,1,1
pms_industrial/circuit-trace-compaction/spi.wcnf,1,1
pms_industrial/close_solutions/SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.2.wcnf,1,1
pms_industrial/close_solutions/SAT02__industrial__goldberg__fpga_routing__vda_gr_rcs_w9.shuffled.cnf.wcnf.8.wcnf,1,1
pms_industrial/close_solutions/SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-TPP-30-step11.cnf.wcnf.1.wcnf,1,1
pms_industrial/close_solutions/SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf.wcnf.4.wcnf,1,1
pms_industrial/des/cnf.10.p.9.wcnf,1,1
pms_industrial/des/cnf.13.p.9.wcnf,1,1
pms_industrial/des/cnf.14.d.10.wcnf,1,1
pms_industrial/des/cnf.15.p.10.wcnf,1,1
pms_industrial/des/cnf.20.p.9.wcnf,1,1
pms_industrial/mbd/b14_C-mbd14-0256.wcnf,1,1
pms_industrial/mbd/b14_C-mbd14-0259.wcnf,1,1
pms_industrial/mbd/b17_C-mbd14-0218.wcnf,1,1
pms_industrial/mbd/b17_C-mbd14-0224.wcnf,1,1
pms_industrial/mbd/b21_C-mbd14-0205.wcnf,1,1
pms_industrial/mbd/b22_C-mbd14-0204.wcnf,1,1
pms_industrial/mbd/b22_C-mbd14-0211.wcnf,1,1
pms_industrial/mbd/b22_C-mbd14-0215.wcnf,1,1
pms_industrial/packup-pms/rand209_l2.wcnf,1,1
pms_industrial/packup-pms/rand411_l2.wcnf,1,1
pms_industrial/packup-pms/rand484_l2.wcnf,1,1
pms_industrial/packup-pms/rand813_l2.wcnf,1,1
pms_industrial/packup-pms/rand96_l2.wcnf,1,1
pms_industrial/pbo/mqc/nencdr/10tree315p.wcnf,1,1
pms_industrial/pbo/mqc/nencdr/10tree515p.wcnf,1,1
pms_industrial/pbo/mqc/nlogencdr/10tree330p.wcnf,1,1
pms_industrial/pbo/mqc/nlogencdr/15tree201posib.wcnf,1,1
pms_industrial/pbo/routing/normalized-s4-4-3-10pb.wcnf,1,1
