@RELATION FEATURE_COSTS_SAT03-16_INDU

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE base NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE dia NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE ls NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE tud_base NUMERIC
@ATTRIBUTE tud_big NUMERIC
@ATTRIBUTE tud_clausesf NUMERIC
@ATTRIBUTE tud_const NUMERIC
@ATTRIBUTE tud_derivativef NUMERIC
@ATTRIBUTE tud_resf NUMERIC
@ATTRIBUTE tud_rwhf NUMERIC
@ATTRIBUTE tud_varf NUMERIC
@ATTRIBUTE tud_xor NUMERIC
@ATTRIBUTE unit NUMERIC

@DATA
SAT-Comp-2016-CNF/app16/10pipe_k.cnf.gz,1,95.576,23.916,29.044,20.968,26.992,41.816,2,0.3039999999999998,?,27.944,0.04800000000000004,?,1.2559999999999998,21.984,1.456,475.964
SAT-Comp-2016-CNF/app16/14pipe_q0_k.cnf.gz,1,116.94,37.004,41.56,34.1,46.368,106.564,4.668,0.9359999999999999,?,20.128,0.17999999999999972,?,2.7359999999999998,?,3.531999999999999,1007.03
SAT-Comp-2016-CNF/app16/16pipe_16_ooo.cnf.gz,1,244.348,104.36,110.012,103.204,127.252,302.552,11.348,1.596,?,296.96799999999996,0.1559999999999988,?,6.688000000000001,?,8.752,1010.35
SAT-Comp-2016-CNF/app16/1dlx_c_iq57_a.cnf.gz,1,400.876,49.836,55.032,46.568,59.364,100.492,6.196,1.468,?,15.516,0.04800000000000004,?,3.4559999999999995,?,4.852,1226.5
SAT-Comp-2016-CNF/app16/9dlx_vliw_at_b_iq4.used-as.sat04-345.cnf.gz,1,48.304,13.292,18.38,10.476,14.144,20.804,1.048,0.24,?,3.292,0.01200000000000001,?,0.5760000000000001,4.052,0.78,146.14
SAT-Comp-2016-CNF/app16/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf.gz,1,277.864,69.044,72.596,65.492,75.872,104.46,4.892,0.7639999999999993,?,53.08,0,?,2.6359999999999992,?,4.143999999999999,1086.07
SAT-Comp-2016-CNF/app16/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf.gz,1,464.372,106.388,111.604,103.448,117.4,159.716,6.46,1.3319999999999999,?,97.744,0.06799999999999962,?,3.412,?,5.643999999999999,1545.82
SAT-Comp-2016-CNF/app16/ACG-20-10p0.cnf.gz,1,125.964,11.532,16.692,8.64,11.984,14.22,1.332,0.6559999999999999,2.3680000000000003,0.712,0.07599999999999985,2.8200000000000003,0.6399999999999999,0.5759999999999998,1.0839999999999999,6.856
SAT-Comp-2016-CNF/app16/ACG-20-5p1.cnf.gz,1,115.372,10.884,15.864,7.976,11.16,13.336,1.272,0.496,2.216,0.532,0.0040000000000000036,2.508,0.45199999999999996,0.44799999999999995,0.8160000000000001,6.292
SAT-Comp-2016-CNF/app16/AProVE07-25.cnf.gz,1,14.324,5.148,3.244,2.136,4.544,0.376,0.036,0.012000000000000004,0.1,0.016,0.0,0.11599999999999999,0.012000000000000004,0.008,0.020000000000000004,0.164
SAT-Comp-2016-CNF/app16/AProVE11-06.cnf.gz,1,67.36,9.792,14.904,6.832,9.836,11.776,1.004,0.46399999999999997,3.9520000000000004,0.6200000000000001,0.06000000000000005,4.304,0.45199999999999996,0.3400000000000001,0.9319999999999999,5.612
SAT-Comp-2016-CNF/app16/C168_FW_UT_518.cnf.gz,1,0.08,0.016,0.016,1.224,0.924,0.024,0.016,0.0,0.052000000000000005,0.0,0,0.032,0,0.0,0.0,0.024
SAT-Comp-2016-CNF/app16/E00N23.cnf.gz,1,97.852,45.192,50.64,41.004,49.356,67.54,2.54,0.2679999999999998,?,0.7799999999999998,0,?,0.944,16.416,1.096,338.772
SAT-Comp-2016-CNF/app16/E02F22.cnf.gz,1,45.888,25.676,30.696,23.308,28.92,32.816,1.472,0.14000000000000012,?,0.42799999999999994,0.008000000000000007,?,0.516,7.168000000000001,0.512,152.776
SAT-Comp-2016-CNF/app16/Sz1024_34824.smt2-stp212.cnf.gz,1,3.2,5.212,10.22,2.208,4.656,0.9,0.068,0.023999999999999994,0.13599999999999998,0.023999999999999994,0.0,0.156,0.01999999999999999,0.01999999999999999,0.039999999999999994,0.252
SAT-Comp-2016-CNF/app16/Sz512_15127_1.smt2-stp212.cnf.gz,1,0.876,5.068,2.816,2.052,4.672,0.3,0.028,0.007999999999999997,0.048,0.007999999999999997,0.0,0.052000000000000005,0.007999999999999997,0.007999999999999997,0.015999999999999997,0.076
SAT-Comp-2016-CNF/app16/Sz512_15127_3.smt2-cvc4.cnf.gz,1,0.42,5.068,0.88,2.064,4.84,0.172,0.02,0.008,0.02,0.012,0.0,0.023999999999999997,0.008,0.004,0.012,0.096
SAT-Comp-2016-CNF/app16/Sz512_15127_4.smt2-cvc4.cnf.gz,1,1.16,5.132,4.492,2.128,4.74,0.376,0.036,0.020000000000000004,0.044000000000000004,0.020000000000000004,0.0,0.056,0.012000000000000004,0.012000000000000004,0.028000000000000004,0.2
SAT-Comp-2016-CNF/app16/Sz512_15127_5.smt2-stp212.cnf.gz,1,0.896,5.068,2.864,2.06,4.72,0.312,0.028,0.007999999999999997,0.048,0.007999999999999997,0.0,0.05600000000000001,0.007999999999999997,0.007999999999999997,0.015999999999999997,0.08
SAT-Comp-2016-CNF/app16/Sz512_15127_6.smt2-stp212.cnf.gz,1,0.712,5.048,1.74,2.044,4.728,0.228,0.028,0.0,0.032,0.004,0,0.036000000000000004,0.0,0.0,0.007999999999999997,0.068
SAT-Comp-2016-CNF/app16/Sz512_15128_0.smt2-stp212.cnf.gz,1,0.884,5.06,2.86,2.056,4.576,0.312,0.028,0.007999999999999997,0.044,0.007999999999999997,0.0,0.052000000000000005,0.007999999999999997,0.007999999999999997,0.012,0.08
SAT-Comp-2016-CNF/app16/Sz512_15128_1.smt2-cvc4.cnf.gz,1,1.156,5.132,4.5,2.156,4.68,0.38,0.04,0.016,0.047999999999999994,0.019999999999999997,0.0,0.056,0.011999999999999997,0.008,0.028000000000000004,0.172
SAT-Comp-2016-CNF/app16/UCG-20-5p1.cnf.gz,1,49.552,9.86,14.956,7.06,10.048,11.92,1.092,0.472,2.804,0.5519999999999998,0.02400000000000002,3.304,0.46399999999999997,0.43599999999999994,0.696,6.512
SAT-Comp-2016-CNF/app16/UR-15-10p0.cnf.gz,1,41.468,9.228,14.22,6.168,8.984,10.684,0.916,0.396,1.94,0.47599999999999987,0.016000000000000014,2.216,0.404,0.33599999999999997,0.5039999999999999,4.644
SAT-Comp-2016-CNF/app16/UTI-20-10p1.cnf.gz,1,57.94,10.684,15.8,7.652,10.832,13.24,1.208,0.5,3.072,0.56,0.02400000000000002,3.564,0.508,0.46399999999999997,0.772,17.736
SAT-Comp-2016-CNF/app16/UTI-20-5p1.cnf.gz,1,49.756,9.872,15.04,6.812,9.8,12.136,1.052,0.532,2.808,0.5999999999999999,0.05600000000000005,3.3560000000000003,0.52,0.5,0.764,16.14
SAT-Comp-2016-CNF/app16/abb313GPIA-9-c.used-as.sat04-317.cnf.gz,1,22.076,6.724,11.776,3.712,7.084,9.764,0.524,0.04799999999999993,?,0.07599999999999996,0.0,32.476,0.19599999999999995,1.096,0.12,1.856
SAT-Comp-2016-CNF/app16/ablmulub16x4o.cnf.gz,1,0.164,5.012,0.304,2.024,4.904,0.088,0.012,0.004,0.008,0.008,0.0,0.012,0.008,0.004,0.008,0.052
SAT-Comp-2016-CNF/app16/ablmulub2x32o.cnf.gz,1,0.668,5.052,0.852,2.056,4.88,0.16,0.02,0.008,0.02,0.008,0.0,0.023999999999999997,0.004,0.004,0.012,0.228
SAT-Comp-2016-CNF/app16/ablmulub8x16o.cnf.gz,1,0.64,5.072,1.676,2.064,4.716,0.204,0.024,0.008,0.024,0.011999999999999997,0.0,0.027999999999999997,0.008,0.004,0.016,0.14
SAT-Comp-2016-CNF/app16/add_01_1000_4.smt2-cvc4.cnf.gz,1,20.656,5.404,10.424,2.42,4.944,1.992,0.092,0.027999999999999997,0.368,0.04000000000000001,0.0,0.42000000000000004,0.027999999999999997,0.048000000000000015,0.055999999999999994,0.548
SAT-Comp-2016-CNF/app16/aes_32_3_keyfind_2.cnf.gz,1,0.072,5.004,0.036,2.008,4.844,0.024,0.008,0.004,0.004,0.004,0.0,0.008,0.0,0.004,0.004,0.004
SAT-Comp-2016-CNF/app16/aes_32_5_keyfind_1.cnf.gz,1,0.124,4.988,0.1,2.012,4.876,0.044,0.012,0.0,0.008,0.004,0.0,0.008,0.0,0.0,0.0,0.012
SAT-Comp-2016-CNF/app16/aes_64_2_keyfind_1.cnf.gz,1,0.372,4.996,0.132,2.012,4.776,0.072,0.012,0.0,0.023999999999999997,0.004,0.0,0.02,0.0,0.004,0.0,0.012
SAT-Comp-2016-CNF/app16/aes_64_3_keyfind_1.cnf.gz,1,0.56,5.016,0.292,2.008,4.804,0.1,0.016,0.0,0.036,0.004,0.0,0.032,0.0,0.004,0.004,0.016
SAT-Comp-2016-CNF/app16/ak016modbtsimpbisc.cnf.gz,1,4.2,5.06,0.556,2.052,4.508,0.172,0.024,0.004,0.04,0.008,0.0,0.044000000000000004,0.004,0.004,0.011999999999999997,0.412
SAT-Comp-2016-CNF/app16/ak032diagodiagoisc.cnf.gz,1,1.792,5.172,5.744,2.176,4.564,0.484,0.048,0.023999999999999994,0.09599999999999999,0.032,0.003999999999999997,0.108,0.020000000000000004,0.016,0.036000000000000004,0.604
SAT-Comp-2016-CNF/app16/ak032modbtmodbtisc.cnf.gz,1,20.324,5.256,6.824,2.236,4.592,0.652,0.06,0.024000000000000007,0.196,0.027999999999999997,0.0,0.21600000000000003,0.016,0.011999999999999997,0.04000000000000001,0.708
SAT-Comp-2016-CNF/app16/ak032modbtsimpbisc.cnf.gz,1,20.36,5.24,7.808,2.252,4.564,0.696,0.068,0.027999999999999997,0.256,0.03599999999999999,0.0,0.27599999999999997,0.01999999999999999,0.016,0.044,1.312
SAT-Comp-2016-CNF/app16/ak064boothboothisc.cnf.gz,1,22.58,6.42,11.436,3.44,5.732,3.548,0.312,0.14400000000000002,4.088,0.188,0.0040000000000000036,3.684,0.11199999999999999,0.09599999999999997,0.24800000000000005,2.488
SAT-Comp-2016-CNF/app16/ak064diagodiagoisc.cnf.gz,1,18.56,5.744,10.78,2.748,5.104,2.004,0.188,0.08800000000000002,0.6160000000000001,0.124,0.0040000000000000036,0.6559999999999999,0.068,0.064,0.15599999999999997,1.04
SAT-Comp-2016-CNF/app16/ak064modasbg2asisc.cnf.gz,1,21.664,5.924,10.908,2.904,5.18,2.432,0.208,0.1,1.8840000000000001,0.144,0.0,1.836,0.07999999999999999,0.06800000000000003,0.17200000000000001,2.432
SAT-Comp-2016-CNF/app16/ak064modbtmodbtisc.cnf.gz,1,21.892,6.04,11.092,3.056,5.412,2.852,0.208,0.096,1.464,0.12400000000000003,0.0040000000000000036,1.492,0.07200000000000004,0.05600000000000002,0.168,2.152
SAT-Comp-2016-CNF/app16/ak064paralbg2btaig.cnf.gz,1,22.58,6.408,11.476,3.428,5.748,3.696,0.364,0.19600000000000006,2.3160000000000003,0.28400000000000003,0.008000000000000007,2.2800000000000002,0.17200000000000004,0.10799999999999998,0.36,2.464
SAT-Comp-2016-CNF/app16/ak064paralparalisc.cnf.gz,1,18.156,5.8,10.816,2.796,5.188,2.432,0.196,0.09999999999999998,0.5640000000000001,0.132,0.0040000000000000036,0.6439999999999999,0.07600000000000001,0.064,0.16399999999999998,1.1
SAT-Comp-2016-CNF/app16/ak064simpbbg2btaig.cnf.gz,1,22.524,6.42,11.436,3.436,5.792,3.276,0.352,0.18000000000000005,1.7080000000000002,0.26,0.0,1.7680000000000002,0.16000000000000003,0.09200000000000003,0.30000000000000004,5.072
SAT-Comp-2016-CNF/app16/ak128astepbg2msaig.cnf.gz,1,36.1,9.904,14.804,6.776,9.536,11.268,1.1,0.5439999999999998,?,0.8759999999999999,0,17.06,0.48,0.268,1.036,5.752
SAT-Comp-2016-CNF/app16/ak128boothbg2btisc.cnf.gz,1,43.364,11.364,16.392,8.372,11.396,13.768,1.292,0.5720000000000001,?,0.8160000000000001,0.0040000000000000036,?,0.4159999999999999,0.3839999999999999,1.172,25.44
SAT-Comp-2016-CNF/app16/ak128boothboothisc.cnf.gz,1,43.34,11.332,16.436,8.336,11.376,13.548,1.288,0.5800000000000001,?,0.8280000000000001,0.0,?,0.43199999999999994,0.3959999999999999,1.184,9.168
SAT-Comp-2016-CNF/app16/ak128diagobg2asaig.cnf.gz,1,34.808,8.468,13.464,5.444,8.156,9.288,0.976,0.512,1.94,0.6759999999999999,0.01200000000000001,2.14,0.4079999999999999,0.22799999999999998,0.8680000000000001,3.916
SAT-Comp-2016-CNF/app16/ak128modasbg2asisc.cnf.gz,1,36.568,8.936,13.944,5.936,8.656,10.296,0.824,0.404,16.119999999999997,0.608,0.016000000000000014,14.824,0.33199999999999996,0.27200000000000013,0.7960000000000002,7.224
SAT-Comp-2016-CNF/app16/ak128modbtbg2msisc.cnf.gz,1,34.432,9.928,15.072,6.964,9.636,11.532,0.868,0.42400000000000004,?,0.62,0.0040000000000000036,17.872,0.32399999999999995,0.2679999999999999,0.828,17.164
SAT-Comp-2016-CNF/app16/ak128paralbg2msisc.cnf.gz,1,35.948,9.088,14.148,6.092,8.884,10.444,0.856,0.43200000000000005,15.388,0.612,0.0040000000000000036,14.708,0.31999999999999995,0.2640000000000001,0.7959999999999999,7.444
SAT-Comp-2016-CNF/app16/ak128paralparalisc.cnf.gz,1,40.804,8.384,13.392,5.36,8.124,9.584,0.76,0.3640000000000001,3.904,0.516,0.008000000000000007,4.484,0.28400000000000003,0.22799999999999998,0.6439999999999999,4.092
SAT-Comp-2016-CNF/app16/ak128simpbbg2msisc.cnf.gz,1,36.732,10.12,15.248,7.196,10.016,11.872,1.012,0.472,?,0.704,0.01200000000000001,?,0.3639999999999999,0.32800000000000007,0.9239999999999999,18.236
SAT-Comp-2016-CNF/app16/am_7_7.shuffled-as.sat03-363.cnf.gz,1,0.188,5.024,3.6,2.028,4.748,0.168,0.024,0.008,0.019999999999999997,0.008,0.0,0.019999999999999997,0.008,0.004,0.011999999999999997,0.048
SAT-Comp-2016-CNF/app16/am_9_9.cnf.gz,1,0.708,5.128,10.156,2.116,4.652,0.448,0.056,0.024,0.068,0.028000000000000004,0.0,0.07200000000000001,0.015999999999999993,0.019999999999999997,0.04,0.404
SAT-Comp-2016-CNF/app16/arcfour_initialPermutation_5_32.cnf.gz,1,20.668,5.296,10.32,2.308,4.76,2.644,0.096,0.032,0.48,0.04000000000000001,0.0,0.616,0.023999999999999994,0.023999999999999994,0.04799999999999999,0.364
SAT-Comp-2016-CNF/app16/arcfour_initialPermutation_6_14.cnf.gz,1,28.46,6.624,11.608,3.58,6.284,7.712,0.44,0.13999999999999996,5.204,0.16399999999999998,0,6.204,0.12000000000000005,0.09600000000000003,0.21200000000000002,1.732
SAT-Comp-2016-CNF/app16/barman-pfile06-022.sas.ex.7.cnf.gz,1,696.18,667.056,683.356,662.26,671.468,798.832,1.02,0.3400000000000001,?,0.6839999999999999,0.05600000000000005,?,0.256,?,0.45199999999999996,723.712
SAT-Comp-2016-CNF/app16/barman-pfile07-027.sas.cr.37.cnf.gz,1,45.852,19.964,25.176,16.9,23.284,28.868,2.348,0.528,?,0.968,0.03200000000000003,14.924,1.6400000000000001,1.952,2.5120000000000005,18.224
SAT-Comp-2016-CNF/app16/barman-pfile08-030.sas.cr.27.cnf.gz,1,50.54,28.516,33.068,26.016,31.984,36.944,2.484,0.524,?,1.0,0.15600000000000014,17.92,1.7800000000000002,2.1879999999999997,2.7560000000000002,28.172
