@RELATION FEATURES_RUNSTATUS_OPENML-WEKA-2017-ALGO

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ALL {ok, timeout, memout, not_applicable, crash, other}

@DATA
2097,1,ok
2098,1,ok
2102,1,ok
1701,1,ok
1702,1,ok
1705,1,ok
1710,1,ok
1711,1,ok
1713,1,ok
1714,1,ok
1715,1,ok
1717,1,ok
1719,1,ok
1720,1,ok
1721,1,ok
1722,1,ok
1723,1,ok
1727,1,ok
1728,1,ok
1730,1,ok
1731,1,ok
1735,1,ok
1736,1,ok
1740,1,ok
1742,1,ok
1744,1,ok
1752,1,ok
1757,1,ok
1764,1,ok
10041,1,ok
10045,1,ok
10046,1,ok
10047,1,ok
10050,1,ok
10053,1,ok
10054,1,ok
10055,1,ok
10067,1,ok
10069,1,ok
10070,1,ok
10071,1,ok
10072,1,ok
10074,1,ok
10075,1,ok
10076,1,ok
10077,1,ok
10079,1,ok
10080,1,ok
10082,1,ok
10083,1,ok
10084,1,ok
10085,1,ok
10086,1,ok
7532,1,ok
7535,1,ok
7536,1,ok
125849,1,ok
125850,1,ok
125851,1,ok
125852,1,ok
125853,1,ok
125854,1,ok
125855,1,ok
125857,1,ok
125859,1,ok
125861,1,ok
125865,1,ok
125866,1,ok
125867,1,ok
125868,1,ok
125869,1,ok
125870,1,ok
125871,1,ok
125873,1,ok
125874,1,ok
125875,1,ok
125876,1,ok
125877,1,ok
125878,1,ok
125879,1,ok
125880,1,ok
125881,1,ok
125884,1,ok
125885,1,ok
125886,1,ok
125887,1,ok
125888,1,ok
125889,1,ok
125890,1,ok
125891,1,ok
125892,1,ok
125894,1,ok
125897,1,ok
125898,1,ok
125899,1,ok
125901,1,ok
125902,1,ok
125905,1,ok
125906,1,ok
125909,1,ok
125910,1,ok
125911,1,ok
125913,1,ok
125914,1,ok
125915,1,ok
% 
% 
% 
