@RELATION feature_values_qbf_2011

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE EXIST_SET NUMERIC
@ATTRIBUTE FORALL_SET NUMERIC
@ATTRIBUTE TOTAL_SET NUMERIC
@ATTRIBUTE UNARY_CLAUSES NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_NEG_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_PRODUCTS NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE OCCEN_OCCN NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCFN_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE WOCCFN_WOCCN NUMERIC

@DATA
adder-10-sat-shuffled,1,1185.0,655.0,1840.0,3641.0,26333.0,2.0,2.0,4.0,0.0,20.0,3621.0,1630.0,40.0,5.249382037901675,1.9829717110683878,592.5,1.0532820653666575,0.9296896457017303,3.154891304347826,11.022900763358779,5.854961832061068,6.648369565217391,18.619847328244276,10.065648854961832,67.08691983122363,0.7795541715717921,0.07481107355789313,0.8969287919217286,0.8351032735775525,0.1285459309611514,1.1329394387001477,0.28278448947778645,1.1270105806498751,1.0108482385852986,0.5311634349030471,0.8969287919217287,1.2967004416731618,1.1329394387001477,0.9945070035704476,0.010985992859104642,0.8540354142802598,0.10449442003663588,0.18780695388077145,0.07875775009774898,0.7158888542818915,0.21990534671099815
adder-10-unsat-shuffled,1,1523.0,335.0,1858.0,3650.0,40028.0,2.0,1.0,3.0,0.0,1.0,3649.0,1630.0,4.0,10.284931506849315,0.6816438356164384,761.5,0.3778082191780822,0.30383561643835616,3.1340150699677074,7.426865671641791,4.116417910447761,4.810548977395048,14.853731343283583,8.232835820895522,89.41759684832567,0.8545268312181472,0.11102228440091935,0.8816196057538626,0.9675778394971496,0.027705606075746975,1.2434625788999099,0.17023826925888028,1.144132134426453,1.0086893212833747,0.5542604501607716,0.8816196057538626,1.180406845558571,1.2434625788999096,0.9997260273972602,0.001095890410958904,0.9134686132517522,0.07299071112146381,0.11909561128254866,0.06285853777615037,0.8435171775742046,0.13037734362715958
adder-12-sat-shuffled,1,1722.0,942.0,2664.0,5294.0,40370.0,2.0,2.0,4.0,0.0,24.0,5270.0,2364.0,48.0,5.643747638836419,1.9818662636947488,861.0,1.0532678503966755,0.9285984132980732,3.16966966966967,11.1380042462845,5.91932059447983,6.678678678678678,18.8067940552017,10.174097664543524,72.16957026713125,0.7908347783007184,0.0710428536041615,0.9040096391994109,0.8460189187496086,0.12177359425315827,1.1342554922701384,0.26448662532105494,1.144969312604057,1.035063295181591,0.5314525352649637,0.9040096391994109,1.3088236931178612,1.1342554922701382,0.9954665659236872,0.009066868152625614,0.8633193006176443,0.09754855569811093,0.17667012248957822,0.07298854663157145,0.7136966385080089,0.20464053376680347
adder-12-unsat-shuffled,1,2200.0,486.0,2686.0,5305.0,63811.0,2.0,1.0,3.0,0.0,1.0,5304.0,2364.0,4.0,11.347596606974552,0.6808671065032987,1100.0,0.3777568331762488,0.30311027332704993,3.151898734177215,7.432098765432099,4.1234567901234565,4.83469843633656,14.864197530864198,8.246913580246913,97.88954545454546,0.8673269498989202,0.10126780649104386,0.8926560241864483,0.9709458849037853,0.025199417028412028,1.246268656716418,0.15296774776402564,1.151799946147786,1.0281611605864478,0.5548172757475083,0.8926560241864483,1.1854366576598032,1.2462686567164178,0.9998114985862394,7.540056550424129E-4,0.9222418490464357,0.06563469248334972,0.10642809910696102,0.0561894092539163,0.8440876188342691,0.11540150690082408
adder-14-sat-shuffled,1,2359.0,1281.0,3640.0,7255.0,58115.0,2.0,2.0,4.0,0.0,28.0,7227.0,3234.0,56.0,6.029359062715368,1.9809786354238457,1179.5,1.0532046864231563,0.9277739490006892,3.1799450549450547,11.21935987509758,5.964871194379391,6.6997252747252745,18.938329430132708,10.250585480093676,77.07927087749046,0.8008259485502883,0.0676933666007055,0.9100656104976798,0.8553717232488183,0.11582207691645875,1.1351953647303519,0.2487107864202836,1.1614319403025466,1.0569792678029415,0.5316587809629837,0.9100656104976795,1.3198614127281467,1.135195364730352,0.9961405926946933,0.00771881461061337,0.8713385810154897,0.09163206751646713,0.1668392984116726,0.06810096561070643,0.7121953748038401,0.1914747057535683
adder-14-unsat-shuffled,1,3001.0,665.0,3666.0,7268.0,95074.0,2.0,1.0,3.0,0.0,1.0,7267.0,3234.0,4.0,12.400935608145295,0.6802421574023115,1500.5,0.3776829939460649,0.30255916345624656,3.1644844517184945,7.434586466165413,4.12781954887218,4.851609383524277,14.869172932330827,8.25563909774436,106.134955014995,0.8779792582619854,0.09314849485663798,0.9017419283257517,0.973656152288764,0.023129351873277658,1.2482946793997272,0.13897907107687515,1.1580680236472634,1.0442784927760755,0.5552184466019418,0.9017419283257517,1.1894113476476538,1.2482946793997272,0.9998624105668684,5.50357732526142E-4,0.9293460557572676,0.05966895651084306,0.09631283433145298,0.05084227152816255,0.8445240693973106,0.10363506008854097
adder-16-unsat-shuffled,1,3926.0,872.0,4798.0,9539.0,134769.0,2.0,1.0,3.0,0.0,1.0,9538.0,4240.0,4.0,13.448474682880805,0.6797358213649229,1963.0,0.3776077156934689,0.30212810567145404,3.1738224260108376,7.435779816513762,4.1307339449541285,4.8641100458524384,14.871559633027523,8.261467889908257,114.23866530820173,0.8870066558333147,0.08626612945113489,0.9093736602096893,0.9758911168553049,0.021384739814052194,1.249826509368494,0.12738725625517605,1.1633109633639753,1.057884348716358,0.5555212831585441,0.9093736602096892,1.1926453333346287,1.2498265093684942,0.9998951672083027,4.193311667889716E-4,0.9352324919866237,0.05471993249955939,0.08801593013025724,0.04644655364499218,0.8448670356169651,0.09411128343423306
Adder2-10-s-shuffled,1,7424.0,545.0,7969.0,9664.0,23622.0,3.0,3.0,6.0,1.0,5368.0,4295.0,7829.0,7024.0,2.0086920529801326,0.43563741721854304,2474.6666666666665,0.21781870860927152,0.21781870860927152,1.313715648136529,7.724770642201835,3.8623853211009176,6.560296147571841,21.155963302752294,10.577981651376147,11.308997844827585,0.5568114469562273,0.35407670815341635,0.5691324953636925,0.839960465293089,0.08911184489035645,1.0,0.7959400897133734,0.8821033696305898,0.5020336919265792,0.5,0.5691324953636926,0.9016224337177567,1.0,0.4444329470198676,0.7268211920529801,0.5667318625582204,0.41378908690291316,0.698612121295988,0.42621779129861087,0.9550415808236444,1.23270309550351
Adder2-4-s-shuffled,1,1085.0,86.0,1171.0,1405.0,3435.0,3.0,3.0,6.0,1.0,778.0,626.0,1139.0,1021.0,2.0149466192170817,0.4298932384341637,361.6666666666667,0.21494661921708186,0.21494661921708186,1.300597779675491,7.023255813953488,3.511627906976744,6.531169940222032,19.86046511627907,9.930232558139535,11.192626728110598,0.5566229985443959,0.3554585152838428,0.5687036382903569,0.842050209205021,0.08791848617176129,1.0,0.7965481171548118,0.8894883920605853,0.5058552847818942,0.5,0.5687036382903569,0.9087933594277231,1.0,0.44555160142348754,0.7266903914590748,0.5661939875212706,0.41591098122962794,0.6595747206796027,0.42670518779047856,0.9587487707999923,1.1649271013405524
Adder2-6-c-shuffled,1,2606.0,159.0,2765.0,3333.0,8155.0,4.0,3.0,7.0,1.0,1842.0,1490.0,2695.0,2421.0,2.1569156915691567,0.28982898289828984,651.5,0.14491449144914492,0.14491449144914492,1.308137432188065,6.0754716981132075,3.0377358490566038,7.643399638336347,28.30188679245283,14.150943396226415,13.671143514965465,0.5564684242795831,0.3843041079092581,0.5640561969675895,0.8935654473336272,0.059227467811158806,1.0,0.7970471573380343,0.9353308146601272,0.5275791422237885,0.5,0.5640561969675894,0.9480845978040978,1.0,0.44704470447044703,0.7263726372637264,0.5661705840090321,0.41129365444021876,0.803189130464252,0.4270948773040823,0.9480538646756533,1.4186345125472621
