@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ALL {ok,timeout,memout,presolved,crash,other,unknown}

@data
aes-key-recovery/AES1-30-5.wcnf,1,ok
aes-key-recovery/AES1-40-6.wcnf,1,ok
aes-key-recovery/AES1-40-7.wcnf,1,ok
aes-key-recovery/AES1-60-17.wcnf,1,ok
aes-key-recovery/AES1-70-24.wcnf,1,ok
aes-key-recovery/AES1-76-37.wcnf,1,ok
aes-key-recovery/AES2-50-52.wcnf,1,ok
aes-key-recovery/AES2-70-61.wcnf,1,ok
aes-key-recovery/AES2-72-67.wcnf,1,ok
aes-key-recovery/AES2-74-11.wcnf,1,ok
aes-key-recovery/AES2-74-73.wcnf,1,ok
aes/mul_8_11.wcnf,1,timeout
aes/mul_8_13.wcnf,1,timeout
aes/mul_8_14.wcnf,1,timeout
aes/mul_8_3.wcnf,1,timeout
aes/mul_8_9.wcnf,1,timeout
aes/sbox_4.wcnf,1,ok
aes/sbox_8.wcnf,1,timeout
atcoss/atcoss_mesat_01.wcnf,1,ok
atcoss/atcoss_mesat_03.wcnf,1,ok
atcoss/atcoss_mesat_04.wcnf,1,ok
atcoss/atcoss_mesat_05.wcnf,1,ok
atcoss/atcoss_mesat_06.wcnf,1,ok
atcoss/atcoss_mesat_10.wcnf,1,ok
atcoss/atcoss_mesat_12.wcnf,1,ok
atcoss/atcoss_mesat_18.wcnf,1,ok
atcoss/atcoss_sugar_01.wcnf,1,ok
atcoss/atcoss_sugar_02.wcnf,1,ok
atcoss/atcoss_sugar_04.wcnf,1,timeout
atcoss/atcoss_sugar_05.wcnf,1,timeout
atcoss/atcoss_sugar_12.wcnf,1,ok
atcoss/atcoss_sugar_15.wcnf,1,timeout
atcoss/atcoss_sugar_18.wcnf,1,timeout
atcoss/atcoss_sugar_19.wcnf,1,timeout
bcp/c5315_F1@0.wcnf,1,ok
bcp/normalized-f2000.wcnf,1,ok
bcp/normalized-f20c10b_005_area_delay.wcnf,1,ok
bcp/normalized-f20c10b_024_area_delay.wcnf,1,ok
bcp/normalized-fir06_area_opers.wcnf,1,ok
bcp/normalized-fir09_area_opers.wcnf,1,ok
bcp/normalized-ii8a3.wcnf,1,ok
bcp/normalized-m100_300_10_15.r.wcnf,1,ok
bcp/normalized-par32-4.wcnf,1,ok
bcp/normalized-saucier.r.wcnf,1,ok
bcp/simp-ibd_50.04.wcnf,1,ok
biorepair/heatShock_WT_121_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_148_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_161_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_192_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_196_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_28_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_30_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_36_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_42_12.lp.sm-extracted.wcnf,1,timeout
biorepair/heatShock_WT_43_12.lp.sm-extracted.wcnf,1,timeout
biorepair/Stat_vs_Exp_151_12.lp.sm-extracted.wcnf,1,timeout
biorepair/Stat_vs_Exp_58_12.lp.sm-extracted.wcnf,1,timeout
biorepair/Stat_vs_Exp_72_12.lp.sm-extracted.wcnf,1,timeout
causal-discovery/causal_n5_i7_N1000_uai13_harddeps_int.wcnf,1,ok
causal-discovery/causal_n5_i8_N10000_uai13_harddeps_int.wcnf,1,ok
causal-discovery/causal_n5_i9_N10000_uai13_constant_int.wcnf,1,ok
causal-discovery/causal_n6_i1_N500_uai13_harddeps_int.wcnf,1,ok
causal-discovery/causal_n6_i3_N500_uai14_harddeps_int.wcnf,1,ok
causal-discovery/causal_n6_i8_N1000_uai14_constant_int.wcnf,1,ok
causal-discovery/causal_n7_i10_N1000_uai14_constant_int.wcnf,1,ok
causal-discovery/causal_n7_i7_N1000_uai14_harddeps_int.wcnf,1,ok
causal-discovery/causal_n7_i8_N1000_uai14_constant_int.wcnf,1,ok
causal-discovery/causal_n7_i9_N1000_uai14_harddeps_int.wcnf,1,ok
CircuitDebuggingProblems/ac97_ctrl-debug.dimacs.wcnf,1,ok
CircuitDebuggingProblems/divider-debug.dimacs.wcnf,1,timeout
CircuitDebuggingProblems/mem_ctrl-debug.dimacs.wcnf,1,ok
CircuitDebuggingProblems/mrisc-debug.dimacs.wcnf,1,ok
CircuitDebuggingProblems/rsdecoder-debug.dimacs.wcnf,1,timeout
CircuitDebuggingProblems/spi-debug.dimacs.wcnf,1,timeout
CircuitDebuggingProblems/sudoku-debug.dimacs.wcnf,1,ok
CircuitDebuggingProblems/vga-debug.dimacs.wcnf,1,timeout
CircuitDebuggingProblems/wb-debug.dimacs.wcnf,1,ok
CircuitTraceCompaction/ctrl.wcnf,1,ok
CircuitTraceCompaction/mrisc_mem2wire.wcnf,1,timeout
CircuitTraceCompaction/spi.wcnf,1,ok
CircuitTraceCompaction/sudoku.wcnf,1,timeout
close_solutions/SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.2.wcnf,1,timeout
close_solutions/SAT_RACE08__cnf__ibm-2004-01-k90.cnf.wcnf.10.wcnf,1,ok
close_solutions/SAT02__industrial__biere__dinphil__dp10s10.shuffled.cnf.wcnf.8.wcnf,1,ok
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.3.wcnf,1,timeout
close_solutions/SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug5.cnf.wcnf.1.wcnf,1,timeout
close_solutions/SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.3.wcnf,1,timeout
close_solutions/SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SAT.cnf.wcnf.2.wcnf,1,ok
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.4.wcnf,1,ok
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-10.cnf.wcnf.3.wcnf,1,timeout
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.2.wcnf,1,ok
close_solutions/SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.7.wcnf,1,ok
close_solutions/SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.8.wcnf,1,ok
close_solutions/SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf.wcnf.4.wcnf,1,timeout
close_solutions/SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.8.wcnf,1,ok
close_solutions/SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.8.wcnf,1,ok
close_solutions/SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0.170-NOTKNOWN.cnf.wcnf.6.wcnf,1,timeout
close_solutions/SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.1.wcnf,1,timeout
close_solutions/SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.5.wcnf,1,timeout
close_solutions/teams16_l6a.cnf.wcnf,1,ok
close_solutions/TEAMS20_l10aa.cnf.wcnf,1,ok
close_solutions/teams24_l5a.cnf.wcnf,1,ok
ConsistentQueryAnswering/real-5.wcnf,1,timeout
ConsistentQueryAnswering/real-6.wcnf,1,timeout
ConsistentQueryAnswering/synthetic-12.wcnf,1,ok
ConsistentQueryAnswering/synthetic-14.wcnf,1,ok
ConsistentQueryAnswering/synthetic-21.wcnf,1,ok
des/cnf.10.p.8.wcnf,1,ok
des/cnf.12.t.9.wcnf,1,ok
des/cnf.13.p.8.wcnf,1,ok
des/cnf.13.p.9.wcnf,1,ok
des/cnf.14.t.7.wcnf,1,ok
des/cnf.15.p.7.wcnf,1,ok
des/cnf.16.p.6.wcnf,1,ok
des/cnf.16.p.7.wcnf,1,ok
des/cnf.17.p.10.wcnf,1,ok
des/cnf.18.d.7.wcnf,1,ok
des/cnf.18.p.4.wcnf,1,ok
des/cnf.18.p.5.wcnf,1,ok
des/cnf.18.p.8.wcnf,1,ok
des/cnf.18.t.9.wcnf,1,ok
des/cnf.20.d.10.wcnf,1,ok
des/cnf.20.p.5.wcnf,1,ok
des/cnf.20.p.7.wcnf,1,ok
des/cnf.8.p.7.wcnf,1,ok
des/cnf.9.p.10.wcnf,1,ok
des/cnf.9.p.8.wcnf,1,ok
drmx-cryptogen/geffe128_1.wcnf,1,ok
drmx-cryptogen/geffe128_4.wcnf,1,ok
drmx-cryptogen/geffe128_5.wcnf,1,ok
drmx-cryptogen/geffe128_8.wcnf,1,ok
drmx-cryptogen/threshold128_0.wcnf,1,ok
drmx-cryptogen/threshold128_2.wcnf,1,ok
drmx-cryptogen/threshold128_3.wcnf,1,ok
drmx-cryptogen/threshold128_4.wcnf,1,ok
drmx-cryptogen/threshold128_5.wcnf,1,ok
drmx-cryptogen/threshold128_6.wcnf,1,ok
drmx-cryptogen/threshold128_8.wcnf,1,ok
drmx-cryptogen/wolfram72_1.wcnf,1,ok
drmx-cryptogen/wolfram72_5.wcnf,1,ok
drmx-cryptogen/wolfram72_7.wcnf,1,ok
drmx-cryptogen/wolfram72_8.wcnf,1,ok
drmx-cryptogen/wolfram72_9.wcnf,1,ok
drmx-cryptogen/wolfram80_1.wcnf,1,ok
drmx-cryptogen/wolfram80_5.wcnf,1,ok
drmx-cryptogen/wolfram80_6.wcnf,1,ok
drmx-cryptogen/wolfram80_9.wcnf,1,ok
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_0_10_3.wcnf,1,ok
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_1_10_0.wcnf,1,ok
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_0.wcnf,1,ok
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_1.wcnf,1,ok
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_4_10_4.wcnf,1,ok
extension-enforcement/extension-enforcement_non-strict_stb_200_0.1_2_10_1.wcnf,1,ok
extension-enforcement/extension-enforcement_non-strict_stb_200_0.1_4_10_4.wcnf,1,ok
extension-enforcement/extension-enforcement_strict_com_100_0.05_0_30_3.wcnf,1,ok
extension-enforcement/extension-enforcement_strict_com_150_0.05_0_15_2.wcnf,1,ok
extension-enforcement/extension-enforcement_strict_com_150_0.05_3_30_0.wcnf,1,ok
extension-enforcement/extension-enforcement_strict_com_150_0.05_4_15_1.wcnf,1,ok
extension-enforcement/extension-enforcement_strict_com_150_0.2_4_8_3.wcnf,1,ok
extension-enforcement/extension-enforcement_strict_com_200_0.05_1_40_1.wcnf,1,timeout
extension-enforcement/extension-enforcement_strict_com_200_0.05_4_20_3.wcnf,1,ok
extension-enforcement/extension-enforcement_strict_com_200_0.2_1_10_0.wcnf,1,ok
fault-diagnosis/s38417_nan_explicit_0_0.wcnf,1,timeout
fault-diagnosis/s38584_nan_explicit_12_0.wcnf,1,timeout
