@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ALL numeric

@data
aes-key-recovery/AES1-30-5.wcnf,1,289.76
aes-key-recovery/AES1-40-6.wcnf,1,294.66
aes-key-recovery/AES1-40-7.wcnf,1,292.04
aes-key-recovery/AES1-60-17.wcnf,1,293.11
aes-key-recovery/AES1-70-24.wcnf,1,300.07
aes-key-recovery/AES1-76-37.wcnf,1,301.04
aes-key-recovery/AES2-50-52.wcnf,1,291.22
aes-key-recovery/AES2-70-61.wcnf,1,299.84
aes-key-recovery/AES2-72-67.wcnf,1,301.15
aes-key-recovery/AES2-74-11.wcnf,1,301.61
aes-key-recovery/AES2-74-73.wcnf,1,297.9
aes/mul_8_11.wcnf,1,1200
aes/mul_8_13.wcnf,1,1200
aes/mul_8_14.wcnf,1,1200
aes/mul_8_3.wcnf,1,1200
aes/mul_8_9.wcnf,1,1200
aes/sbox_4.wcnf,1,16.03
aes/sbox_8.wcnf,1,1200
atcoss/atcoss_mesat_01.wcnf,1,20.82
atcoss/atcoss_mesat_03.wcnf,1,21.75
atcoss/atcoss_mesat_04.wcnf,1,31.86
atcoss/atcoss_mesat_05.wcnf,1,21.74
atcoss/atcoss_mesat_06.wcnf,1,22.53
atcoss/atcoss_mesat_10.wcnf,1,22.36
atcoss/atcoss_mesat_12.wcnf,1,25.06
atcoss/atcoss_mesat_18.wcnf,1,28.25
atcoss/atcoss_sugar_01.wcnf,1,693.37
atcoss/atcoss_sugar_02.wcnf,1,705.29
atcoss/atcoss_sugar_04.wcnf,1,1200
atcoss/atcoss_sugar_05.wcnf,1,1200
atcoss/atcoss_sugar_12.wcnf,1,785.72
atcoss/atcoss_sugar_15.wcnf,1,1200
atcoss/atcoss_sugar_18.wcnf,1,1200
atcoss/atcoss_sugar_19.wcnf,1,1200
bcp/c5315_F1@0.wcnf,1,26.31
bcp/normalized-f2000.wcnf,1,32.19
bcp/normalized-f20c10b_005_area_delay.wcnf,1,127.08
bcp/normalized-f20c10b_024_area_delay.wcnf,1,33.59
bcp/normalized-fir06_area_opers.wcnf,1,28.76
bcp/normalized-fir09_area_opers.wcnf,1,38.19
bcp/normalized-ii8a3.wcnf,1,32.99
bcp/normalized-m100_300_10_15.r.wcnf,1,27.62
bcp/normalized-par32-4.wcnf,1,36.92
bcp/normalized-saucier.r.wcnf,1,54.66
bcp/simp-ibd_50.04.wcnf,1,40.35
biorepair/heatShock_WT_121_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_148_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_161_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_192_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_196_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_28_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_30_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_36_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_42_12.lp.sm-extracted.wcnf,1,1200
biorepair/heatShock_WT_43_12.lp.sm-extracted.wcnf,1,1200
biorepair/Stat_vs_Exp_151_12.lp.sm-extracted.wcnf,1,1200
biorepair/Stat_vs_Exp_58_12.lp.sm-extracted.wcnf,1,1200
biorepair/Stat_vs_Exp_72_12.lp.sm-extracted.wcnf,1,1200
causal-discovery/causal_n5_i7_N1000_uai13_harddeps_int.wcnf,1,283.46
causal-discovery/causal_n5_i8_N10000_uai13_harddeps_int.wcnf,1,283.26
causal-discovery/causal_n5_i9_N10000_uai13_constant_int.wcnf,1,272.29
causal-discovery/causal_n6_i1_N500_uai13_harddeps_int.wcnf,1,34.23
causal-discovery/causal_n6_i3_N500_uai14_harddeps_int.wcnf,1,41.82
causal-discovery/causal_n6_i8_N1000_uai14_constant_int.wcnf,1,41.19
causal-discovery/causal_n7_i10_N1000_uai14_constant_int.wcnf,1,150.45
causal-discovery/causal_n7_i7_N1000_uai14_harddeps_int.wcnf,1,160.97
causal-discovery/causal_n7_i8_N1000_uai14_constant_int.wcnf,1,157.18
causal-discovery/causal_n7_i9_N1000_uai14_harddeps_int.wcnf,1,159.26
CircuitDebuggingProblems/ac97_ctrl-debug.dimacs.wcnf,1,26.94
CircuitDebuggingProblems/divider-debug.dimacs.wcnf,1,1200
CircuitDebuggingProblems/mem_ctrl-debug.dimacs.wcnf,1,38.51
CircuitDebuggingProblems/mrisc-debug.dimacs.wcnf,1,32.03
CircuitDebuggingProblems/rsdecoder-debug.dimacs.wcnf,1,1200
CircuitDebuggingProblems/spi-debug.dimacs.wcnf,1,1200
CircuitDebuggingProblems/sudoku-debug.dimacs.wcnf,1,28.99
CircuitDebuggingProblems/vga-debug.dimacs.wcnf,1,1200
CircuitDebuggingProblems/wb-debug.dimacs.wcnf,1,27.13
CircuitTraceCompaction/ctrl.wcnf,1,31.83
CircuitTraceCompaction/mrisc_mem2wire.wcnf,1,1200
CircuitTraceCompaction/spi.wcnf,1,809.3
CircuitTraceCompaction/sudoku.wcnf,1,1200
close_solutions/SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.2.wcnf,1,1200
close_solutions/SAT_RACE08__cnf__ibm-2004-01-k90.cnf.wcnf.10.wcnf,1,280.81
close_solutions/SAT02__industrial__biere__dinphil__dp10s10.shuffled.cnf.wcnf.8.wcnf,1,27.11
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.3.wcnf,1,1200
close_solutions/SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug5.cnf.wcnf.1.wcnf,1,1200
close_solutions/SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.3.wcnf,1,1200
close_solutions/SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SAT.cnf.wcnf.2.wcnf,1,39.22
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.4.wcnf,1,179.31
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-10.cnf.wcnf.3.wcnf,1,1200
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.2.wcnf,1,62.15
close_solutions/SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.7.wcnf,1,63.31
close_solutions/SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.8.wcnf,1,60.4
close_solutions/SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf.wcnf.4.wcnf,1,1200
close_solutions/SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.8.wcnf,1,30.4
close_solutions/SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.8.wcnf,1,66.5
close_solutions/SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0.170-NOTKNOWN.cnf.wcnf.6.wcnf,1,1200
close_solutions/SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.1.wcnf,1,1200
close_solutions/SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.5.wcnf,1,1200
close_solutions/teams16_l6a.cnf.wcnf,1,51.5
close_solutions/TEAMS20_l10aa.cnf.wcnf,1,52.74
close_solutions/teams24_l5a.cnf.wcnf,1,52.15
ConsistentQueryAnswering/real-5.wcnf,1,1200
ConsistentQueryAnswering/real-6.wcnf,1,1200
ConsistentQueryAnswering/synthetic-12.wcnf,1,36.52
ConsistentQueryAnswering/synthetic-14.wcnf,1,33.08
ConsistentQueryAnswering/synthetic-21.wcnf,1,32.92
des/cnf.10.p.8.wcnf,1,213.99
des/cnf.12.t.9.wcnf,1,262.7
des/cnf.13.p.8.wcnf,1,296.15
des/cnf.13.p.9.wcnf,1,335.67
des/cnf.14.t.7.wcnf,1,327.62
des/cnf.15.p.7.wcnf,1,388.37
des/cnf.16.p.6.wcnf,1,414.24
des/cnf.16.p.7.wcnf,1,382.99
des/cnf.17.p.10.wcnf,1,499.23
des/cnf.18.d.7.wcnf,1,333.69
des/cnf.18.p.4.wcnf,1,348.06
des/cnf.18.p.5.wcnf,1,427.86
des/cnf.18.p.8.wcnf,1,528
des/cnf.18.t.9.wcnf,1,552.99
des/cnf.20.d.10.wcnf,1,419.92
des/cnf.20.p.5.wcnf,1,471.13
des/cnf.20.p.7.wcnf,1,557.51
des/cnf.8.p.7.wcnf,1,145.45
des/cnf.9.p.10.wcnf,1,192.16
des/cnf.9.p.8.wcnf,1,186.68
drmx-cryptogen/geffe128_1.wcnf,1,18.45
drmx-cryptogen/geffe128_4.wcnf,1,18.48
drmx-cryptogen/geffe128_5.wcnf,1,18.55
drmx-cryptogen/geffe128_8.wcnf,1,18.61
drmx-cryptogen/threshold128_0.wcnf,1,18.52
drmx-cryptogen/threshold128_2.wcnf,1,18.46
drmx-cryptogen/threshold128_3.wcnf,1,16.84
drmx-cryptogen/threshold128_4.wcnf,1,17.5
drmx-cryptogen/threshold128_5.wcnf,1,17.62
drmx-cryptogen/threshold128_6.wcnf,1,17.49
drmx-cryptogen/threshold128_8.wcnf,1,17.72
drmx-cryptogen/wolfram72_1.wcnf,1,22.48
drmx-cryptogen/wolfram72_5.wcnf,1,22.42
drmx-cryptogen/wolfram72_7.wcnf,1,22.5
drmx-cryptogen/wolfram72_8.wcnf,1,22.55
drmx-cryptogen/wolfram72_9.wcnf,1,22.48
drmx-cryptogen/wolfram80_1.wcnf,1,24.57
drmx-cryptogen/wolfram80_5.wcnf,1,24.58
drmx-cryptogen/wolfram80_6.wcnf,1,24.59
drmx-cryptogen/wolfram80_9.wcnf,1,24.69
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_0_10_3.wcnf,1,110.94
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_1_10_0.wcnf,1,123.15
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_0.wcnf,1,123.36
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_1.wcnf,1,121.53
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_4_10_4.wcnf,1,122.5
extension-enforcement/extension-enforcement_non-strict_stb_200_0.1_2_10_1.wcnf,1,118.54
extension-enforcement/extension-enforcement_non-strict_stb_200_0.1_4_10_4.wcnf,1,117.47
extension-enforcement/extension-enforcement_strict_com_100_0.05_0_30_3.wcnf,1,66.28
extension-enforcement/extension-enforcement_strict_com_150_0.05_0_15_2.wcnf,1,208.48
extension-enforcement/extension-enforcement_strict_com_150_0.05_3_30_0.wcnf,1,389.31
extension-enforcement/extension-enforcement_strict_com_150_0.05_4_15_1.wcnf,1,217.05
extension-enforcement/extension-enforcement_strict_com_150_0.2_4_8_3.wcnf,1,118.2
extension-enforcement/extension-enforcement_strict_com_200_0.05_1_40_1.wcnf,1,1200
extension-enforcement/extension-enforcement_strict_com_200_0.05_4_20_3.wcnf,1,940.43
extension-enforcement/extension-enforcement_strict_com_200_0.2_1_10_0.wcnf,1,423.6
fault-diagnosis/s38417_nan_explicit_0_0.wcnf,1,1200
fault-diagnosis/s38584_nan_explicit_12_0.wcnf,1,1200
fault-diagnosis/s38584_nan_explicit_13_0.wcnf,1,1200
fault-diagnosis/s38584_nan_explicit_15_0.wcnf,1,1200
fault-diagnosis/s38584_nan_explicit_19_0.wcnf,1,942.05
fault-diagnosis/s38584_nan_explicit_26_0.wcnf,1,1172.46
fault-diagnosis/s38584_nan_explicit_27_0.wcnf,1,698.94
fault-diagnosis/s38584_nan_explicit_29_0.wcnf,1,857.92
fault-diagnosis/s38584_nan_explicit_3_0.wcnf,1,1200
fault-diagnosis/s38584_nan_explicit_30_0.wcnf,1,753.77
fault-diagnosis/s38584_nan_explicit_31_0.wcnf,1,778.71
fault-diagnosis/s38584_nan_explicit_33_0.wcnf,1,593.15
fault-diagnosis/s38584_nan_explicit_34_0.wcnf,1,597.3
fault-diagnosis/s38584_nan_explicit_35_0.wcnf,1,544.56
fault-diagnosis/s38584_nan_explicit_37_0.wcnf,1,518.85
fault-diagnosis/s38584_nan_explicit_4_0.wcnf,1,1200
fault-diagnosis/s38584_nan_explicit_40_0.wcnf,1,777.32
fault-diagnosis/s38584_nan_explicit_41_0.wcnf,1,676.49
fault-diagnosis/s38584_nan_explicit_49_0.wcnf,1,511.79
fault-diagnosis/s38584_nan_explicit_5_0.wcnf,1,1200
fault-diagnosis/s38584_nan_explicit_8_0.wcnf,1,1200
frb/frb35-17-1.partial.wcnf,1,19.26
frb/frb35-17-2.partial.wcnf,1,19.31
frb/frb35-17-3.partial.wcnf,1,19.28
frb/frb35-17-5.partial.wcnf,1,19.34
frb/frb40-19-1.partial.wcnf,1,19.6
frb/frb40-19-2.partial.wcnf,1,19.53
frb/frb40-19-3.partial.wcnf,1,19.62
frb/frb40-19-4.partial.wcnf,1,20.07
frb/frb40-19-5.partial.wcnf,1,20.27
gen-hyper-tw/GenHyperTW_2bitcomp_5.wcnf,1,1200
gen-hyper-tw/GenHyperTW_aim-50-1_6-yes1-3.wcnf,1,320.03
gen-hyper-tw/GenHyperTW_dubois21.wcnf,1,1200
gen-hyper-tw/GenHyperTW_grid4d_3.wcnf,1,72.63
gen-hyper-tw/GenHyperTW_hole9.wcnf,1,1200
gen-hyper-tw/GenHyperTW_par8-1-c.wcnf,1,1200
gen-hyper-tw/GenHyperTW_par8-4-c.wcnf,1,1200
gen-hyper-tw/GenHyperTW_par8-5-c.wcnf,1,1200
gen-hyper-tw/GenHyperTW_s208.wcnf,1,1200
HaplotypeAssembly/splitedReads_0.matrix.wcnf,1,26.7
HaplotypeAssembly/splitedReads_158.matrix.wcnf,1,26.41
HaplotypeAssembly/splitedReads_160.matrix.wcnf,1,26.34
